teryt_gmi,nazwa_gmi,pop_total,pop_ge65,pop_ge70,pop_ge75,pop_outside_ge65,pct_ge65,pct_outside_ge65,teryt,poziom,nazwa
2815092,Ostróda,16375,9985.56846155389,5570.736849037043,1998.359794332981,6389.43153844611,60.980570757581006,39.019429242418994,2815092,gmina,Ostróda
