candidate_id,nr_ref,wojewodztwo,powiat,gmina,teryt_gmi,recommended_action,priority_class,priority_score_v13,risk_class,recommended_power_class_w,new_pop_ge65_proxy,flood_risk_pop_ge65_gain_proxy,redundancy_gain_pop_proxy,failure_loss_pop_night_proxy,estimated_cost_pln,cost_per_new_person_ge65_pln,candidate_lat,candidate_lon,candidate_source,candidate_type,effect_method
EXIST-SOiA-20260421-16328,SOiA-20260421-16328,WARMIŃSKO-MAZURSKIE,ostródzki,Ostróda,,integracja,B,78.7,,600,0.0,0.0,0.0,352.0,5000,0.0,53.614567,20.027167,existing_siren_V9_V10,cyfrowa,existing_siren_primary_coverage_proxy
