risk_class,pop_night_total,pop_day_total,pop_night_ge65,pop_day_ge65,pop_night_outside,pop_day_outside,poziom,teryt_woj,wojewodztwo,teryt_pow,powiat,teryt_gmi,gmina
niskie ryzyko,1101.7770676619152,1078.90530236402,673.0651259700953,653.2419945840114,428.71194169181985,425.6633077800085,gmina,30,WIELKOPOLSKIE,3010,koniński,3010062,Krzymów
wysokie ryzyko,499.5904643110323,495.6163255633529,304.44693511203405,304.0621358830813,195.1435291989982,191.5541896802716,gmina,30,WIELKOPOLSKIE,3010,koniński,3010062,Krzymów
niskie ryzyko,7.441176625998003,7.441176625998002,0.0,0.0,7.441176625998003,7.441176625998002,gmina,30,WIELKOPOLSKIE,3010,koniński,3010073,Rychwał
niskie ryzyko,539.3781096744574,538.3916818620227,470.11613216943186,469.1297043569972,69.26197750502553,69.26197750502551,gmina,30,WIELKOPOLSKIE,3010,koniński,3010082,Rzgów
wysokie ryzyko,317.17742365585735,316.1341601065805,272.782686296541,271.73942274726414,44.39473735931635,44.39473735931635,gmina,30,WIELKOPOLSKIE,3010,koniński,3010082,Rzgów
niskie ryzyko,46.154484617461726,46.154484617461726,41.42645471665972,41.42645471665972,4.728029900802006,4.728029900802006,gmina,30,WIELKOPOLSKIE,3010,koniński,3010092,Skulsk
wysokie ryzyko,5.902618433162944,5.902618433162944,5.902618433162944,5.902618433162944,0.0,0.0,gmina,30,WIELKOPOLSKIE,3010,koniński,3010092,Skulsk
niskie ryzyko,200.1438386632741,197.08888648546483,178.71187482948278,176.08398822712377,21.431963833791315,21.004898258341044,gmina,30,WIELKOPOLSKIE,3010,koniński,3010112,Stare Miasto
wysokie ryzyko,174.64346678614527,177.2713533885043,174.64346678614527,177.2713533885043,0.0,0.0,gmina,30,WIELKOPOLSKIE,3010,koniński,3010112,Stare Miasto
niskie ryzyko,3.2439485984813734,1.5719467287244815,0.350697918457071,0.3506979184570709,2.8932506800243023,1.2212488102674106,gmina,30,WIELKOPOLSKIE,3010,koniński,3010123,Ślesin
niskie ryzyko,40.45874248703529,39.41097511303125,37.1379297492833,36.22000331871425,3.320812737751985,3.190971794316993,gmina,30,WIELKOPOLSKIE,3011,kościański,3011032,Kościan
niskie ryzyko,161.73961013773192,140.56733825742327,158.3819790333875,137.34297924847394,3.357631104344457,3.2243590089493437,gmina,30,WIELKOPOLSKIE,3011,kościański,3011011,Kościan
wysokie ryzyko,385.36164104040495,361.1916578429409,385.36164104040495,361.1916578429409,0.0,0.0,gmina,30,WIELKOPOLSKIE,3011,kościański,3011011,Kościan
wysokie ryzyko,17.501510702141367,17.436257766855718,17.501510702141367,17.436257766855718,0.0,0.0,gmina,30,WIELKOPOLSKIE,3011,kościański,3011032,Kościan
niskie ryzyko,11.452480194335704,11.060106639419018,7.207367380462675,6.81499382554599,4.245112813873029,4.245112813873028,gmina,30,WIELKOPOLSKIE,3011,kościański,3011043,Krzywiń
niskie ryzyko,1.9057561060234125,1.9057561060234125,1.9057561060234125,1.9057561060234125,0.0,0.0,gmina,30,WIELKOPOLSKIE,3012,krotoszyński,3012023,Kobylin
niskie ryzyko,39.382100384720715,38.07690050717311,28.814461410925407,28.81446141092541,10.567638973795306,9.262439096247698,gmina,30,WIELKOPOLSKIE,3012,krotoszyński,3012033,Koźmin Wielkopolski
niskie ryzyko,1.5028713952324426,1.5028713952324426,0.0,0.0,1.5028713952324426,1.5028713952324426,gmina,30,WIELKOPOLSKIE,3008,kępiński,3008042,Łęka Opatowska
niskie ryzyko,147.88468095798115,147.19836261814524,109.7857904305292,109.09947209069328,38.09889052745196,38.09889052745196,gmina,30,WIELKOPOLSKIE,3013,leszczyński,3013043,Rydzyna
wysokie ryzyko,86.40431441259675,84.94594992472062,63.47274466198624,63.47274466198625,22.931569750610503,21.473205262734375,gmina,30,WIELKOPOLSKIE,3013,leszczyński,3013043,Rydzyna
niskie ryzyko,241.14945640128064,232.59575919416616,164.69827687607386,156.5763308950227,76.45117952520678,76.01942829914348,gmina,30,WIELKOPOLSKIE,3014,międzychodzki,3014033,Międzychód
wysokie ryzyko,380.0383265310669,317.48643258838484,226.3431533882627,164.96947717544532,153.69517314280415,152.51695541293955,gmina,30,WIELKOPOLSKIE,3014,międzychodzki,3014033,Międzychód
niskie ryzyko,121.7772057349963,112.9247911231755,106.96174867520706,101.16918331609388,14.815457059789235,11.755607807081606,gmina,30,WIELKOPOLSKIE,3014,międzychodzki,3014043,Sieraków
wysokie ryzyko,46.91153264445556,46.83756374564472,31.137756377182704,31.06378747837187,15.773776267272853,15.773776267272853,gmina,30,WIELKOPOLSKIE,3014,międzychodzki,3014043,Sieraków
niskie ryzyko,372.9878156979413,301.633200365806,354.3981618170504,283.04354648491505,18.589653880890904,18.589653880890904,gmina,30,WIELKOPOLSKIE,3015,nowotomyski,3015063,Zbąszyń
wysokie ryzyko,37.05759874042213,21.865079428541723,37.05759874042213,21.865079428541723,0.0,0.0,gmina,30,WIELKOPOLSKIE,3015,nowotomyski,3015063,Zbąszyń
niskie ryzyko,312.11074512410175,477.85821821623966,254.37734842951275,421.2976861253531,57.73339669458901,56.560532090886525,gmina,30,WIELKOPOLSKIE,3016,obornicki,3016013,Oborniki
wysokie ryzyko,518.6042609476254,409.29967726608487,490.9707262481621,381.66614256662155,27.63353469946331,27.63353469946331,gmina,30,WIELKOPOLSKIE,3016,obornicki,3016013,Oborniki
niskie ryzyko,217.97765607268343,194.87592450698557,164.01156414980855,141.69779296008292,53.96609192287488,53.17813154690266,gmina,30,WIELKOPOLSKIE,3016,obornicki,3016023,Rogoźno
wysokie ryzyko,0.3027732797982465,0.3027732797982465,0.3027732797982465,0.3027732797982465,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017023,Nowe Skalmierzyce
niskie ryzyko,431.29987016320496,423.7096114728118,421.39752335406473,388.9365586939271,9.902346809140198,34.77305277888463,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017033,Odolanów
wysokie ryzyko,897.1464570114094,946.353313342432,888.6452700096829,937.8521263407054,8.501187001726475,8.501187001726475,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017033,Odolanów
niskie ryzyko,50.12288600828791,49.00676891746467,50.12288600828791,49.00676891746467,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017011,Ostrów Wielkopolski
niskie ryzyko,4.580152733409407,4.580152733409407,4.580152733409407,4.580152733409407,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017042,Ostrów Wielkopolski
wysokie ryzyko,30.615435487114866,28.439112096289847,30.615435487114866,28.439112096289847,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017011,Ostrów Wielkopolski
niskie ryzyko,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017052,Przygodzice
niskie ryzyko,6.746624101666178,6.746624101666178,6.746624101666178,6.746624101666178,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017063,Raszków
wysokie ryzyko,8.112319419832684,8.112319419832684,8.112319419832684,8.112319419832684,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017063,Raszków
niskie ryzyko,10.90693654375989,10.90693654375989,9.94693521693216,9.94693521693216,0.9600013268277312,0.9600013268277312,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017072,Sieroszewice
wysokie ryzyko,0.3016140209933095,0.2549742991455819,0.3016140209933095,0.2549742991455819,0.0,0.0,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017072,Sieroszewice
niskie ryzyko,45.64077616508785,45.60677060920636,35.76506975519009,35.7310641993086,9.875706409897756,9.875706409897758,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017082,Sośnie
wysokie ryzyko,31.999274954777633,31.78904151464411,13.38003693994326,13.169803499809742,18.619238014834373,18.619238014834373,gmina,30,WIELKOPOLSKIE,3017,ostrowski,3017082,Sośnie
niskie ryzyko,0.9232306738716698,0.92323067387167,0.9232306738716698,0.92323067387167,0.0,0.0,gmina,30,WIELKOPOLSKIE,3018,ostrzeszowski,3018022,Doruchów
niskie ryzyko,60.86610550139349,67.03696171563298,60.84941117409774,67.02026738833723,0.0166943272957454,0.0166943272957454,gmina,30,WIELKOPOLSKIE,3018,ostrzeszowski,3018033,Grabów nad Prosną
wysokie ryzyko,4.73672618575898,4.736726185758981,4.73672618575898,4.736726185758981,0.0,0.0,gmina,30,WIELKOPOLSKIE,3018,ostrzeszowski,3018033,Grabów nad Prosną
niskie ryzyko,158.71595529985237,157.78253071353538,154.39443801169267,135.29067262703006,4.321517288159704,22.491858086505317,gmina,30,WIELKOPOLSKIE,3019,pilski,3019011,Piła
wysokie ryzyko,2.0378634064126717,2.010268819621166,2.0378634064126717,2.010268819621166,0.0,0.0,gmina,30,WIELKOPOLSKIE,3019,pilski,3019011,Piła
niskie ryzyko,11.44395598186586,11.344779338664306,0.0,0.0,11.44395598186586,11.344779338664306,gmina,30,WIELKOPOLSKIE,3019,pilski,3019062,Szydłowo
niskie ryzyko,88.9737965293104,88.52243915749854,88.9737965293104,88.52243915749854,0.0,0.0,gmina,30,WIELKOPOLSKIE,3019,pilski,3019073,Ujście
wysokie ryzyko,9.40093583845129,9.399565078698952,9.40093583845129,9.399565078698952,0.0,0.0,gmina,30,WIELKOPOLSKIE,3019,pilski,3019073,Ujście
niskie ryzyko,72.17325574533429,72.17304384243509,68.17325574533429,68.17304384243509,4.0,4.0,gmina,30,WIELKOPOLSKIE,3019,pilski,3019083,Wyrzysk
wysokie ryzyko,27.937566273032864,27.937566273032864,24.937566273032864,24.937566273032864,3.0,3.0000000000000004,gmina,30,WIELKOPOLSKIE,3019,pilski,3019083,Wyrzysk
niskie ryzyko,20.171012512872615,19.58069615509279,20.171012512872615,19.58069615509279,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020013,Chocz
wysokie ryzyko,10.52834379594087,9.731334592131883,10.52834379594087,9.731334592131883,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020013,Chocz
niskie ryzyko,88.81084270493494,88.81084270493494,88.81084270493494,88.81084270493494,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020022,Czermin
niskie ryzyko,0.0,2.1384942350952114,0.0,2.1384942350952114,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020033,Dobrzyca
niskie ryzyko,178.3821737594873,169.44436138364435,178.3821737594873,169.44436138364435,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020042,Gizałki
wysokie ryzyko,34.190508522836545,39.06205054231734,34.190508522836545,39.06205054231734,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020042,Gizałki
niskie ryzyko,2.323052927308165,2.3230529273081655,2.323052927308165,2.3230529273081655,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020052,Gołuchów
wysokie ryzyko,3.0,3.0,3.0,3.0,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020052,Gołuchów
niskie ryzyko,2.990289529349998,2.990289529349998,2.990289529349998,2.990289529349998,0.0,0.0,gmina,30,WIELKOPOLSKIE,3020,pleszewski,3020063,Pleszew
niskie ryzyko,60.367209911254776,59.92000361099173,40.771173027736104,42.023120340366845,19.59603688351867,17.89688327062488,gmina,30,WIELKOPOLSKIE,3021,poznański,3021042,Czerwonak
wysokie ryzyko,8.719510269660919,12.763308083822436,0.0,4.043797814161518,8.719510269660919,8.719510269660917,gmina,30,WIELKOPOLSKIE,3021,poznański,3021042,Czerwonak
niskie ryzyko,14.442479650547051,11.55311999156293,14.442479650547051,11.55311999156293,0.0,0.0,gmina,30,WIELKOPOLSKIE,3021,poznański,3021052,Dopiewo
niskie ryzyko,162.44633607589196,158.51890736494897,65.08776437279222,36.191823556094626,97.35857170309974,122.32708380885435,gmina,30,WIELKOPOLSKIE,3021,poznański,3021072,Komorniki
wysokie ryzyko,69.76071285805146,42.039974961525935,10.543914701841723,3.589776764851189,59.21679815620974,38.45019819667475,gmina,30,WIELKOPOLSKIE,3021,poznański,3021072,Komorniki
niskie ryzyko,21.241537179950193,21.241537179950193,0.5127497809079006,0.5127497809079005,20.728787399042293,20.728787399042293,gmina,30,WIELKOPOLSKIE,3021,poznański,3021093,Kórnik
niskie ryzyko,148.4320886056006,115.97801180353302,145.5783448243494,113.1242680222818,2.8537437812512065,2.8537437812512065,gmina,30,WIELKOPOLSKIE,3021,poznański,3021011,Luboń
wysokie ryzyko,286.8625913575481,284.1554650043062,280.7377638869175,278.03063753367553,6.124827470630676,6.124827470630676,gmina,30,WIELKOPOLSKIE,3021,poznański,3021011,Luboń
niskie ryzyko,572.4451028343074,536.8649656884659,74.12922791018543,68.31743152964435,498.3158749241219,468.54753415882146,gmina,30,WIELKOPOLSKIE,3021,poznański,3021103,Mosina
wysokie ryzyko,180.2723657011184,177.92037289423146,0.7197304653521311,0.7197304653521311,179.55263523576627,177.20064242887932,gmina,30,WIELKOPOLSKIE,3021,poznański,3021103,Mosina
niskie ryzyko,11.309643685360609,11.309643685360609,0.0,0.0,11.309643685360609,11.309643685360609,gmina,30,WIELKOPOLSKIE,3021,poznański,3021113,Murowana Goślina
wysokie ryzyko,5.6930215520410625,5.693021552041062,0.0,0.0,5.6930215520410625,5.693021552041062,gmina,30,WIELKOPOLSKIE,3021,poznański,3021113,Murowana Goślina
niskie ryzyko,14.53966347774469,13.492406488746145,3.817488255022761,2.770231266024213,10.722175222721928,10.72217522272193,gmina,30,WIELKOPOLSKIE,3021,poznański,3021123,Pobiedziska
niskie ryzyko,217.1489292908707,205.84389596207524,0.0,0.0,217.1489292908707,205.84389596207524,gmina,30,WIELKOPOLSKIE,3021,poznański,3021021,Puszczykowo
wysokie ryzyko,563.6946893187426,540.8277525738649,0.0,0.0,563.6946893187426,540.8277525738649,gmina,30,WIELKOPOLSKIE,3021,poznański,3021021,Puszczykowo
niskie ryzyko,15.712102312936846,15.62781739886151,0.0,0.0,15.712102312936846,15.62781739886151,gmina,30,WIELKOPOLSKIE,3021,poznański,3021143,Stęszew
wysokie ryzyko,0.2316611185552811,0.2316611185552811,0.0,0.0,0.2316611185552811,0.2316611185552811,gmina,30,WIELKOPOLSKIE,3021,poznański,3021143,Stęszew
niskie ryzyko,1.0,1.0,1.0,1.0,0.0,0.0,gmina,30,WIELKOPOLSKIE,3021,poznański,3021152,Suchy Las
niskie ryzyko,20.840750803038652,17.04923418862898,0.8996823726160563,0.8934740780405156,19.941068430422597,16.155760110588467,gmina,30,WIELKOPOLSKIE,3021,poznański,3021163,Swarzędz
niskie ryzyko,10.164330721021912,9.756318169282736,10.164330721021912,9.756318169282736,0.0,0.0,gmina,30,WIELKOPOLSKIE,3022,rawicki,3022023,Jutrosin
niskie ryzyko,47.12818698117545,47.12818698117545,47.12818698117545,47.12818698117545,0.0,0.0,gmina,30,WIELKOPOLSKIE,3022,rawicki,3022042,Pakosław
niskie ryzyko,130.97675343917183,133.8171759861714,84.08876442388424,87.02442077736669,46.88798901528758,46.792755208804714,gmina,30,WIELKOPOLSKIE,3022,rawicki,3022053,Rawicz
wysokie ryzyko,6.8317632269584365,6.8317632269584365,6.8317632269584365,6.8317632269584365,0.0,0.0,gmina,30,WIELKOPOLSKIE,3022,rawicki,3022053,Rawicz
niskie ryzyko,112.93436848614306,129.22130774964543,97.0937073082756,115.99776708647876,15.84066117786745,13.223540663166702,gmina,30,WIELKOPOLSKIE,3024,szamotulski,3024011,Obrzycko
niskie ryzyko,56.40492780455307,53.06325038490089,50.40492780455307,47.06325038490089,6.0,6.0,gmina,30,WIELKOPOLSKIE,3024,szamotulski,3024042,Obrzycko
wysokie ryzyko,8.252567292074053,7.851915142369949,8.252567292074053,7.851915142369949,0.0,0.0,gmina,30,WIELKOPOLSKIE,3024,szamotulski,3024011,Obrzycko
wysokie ryzyko,75.43405888634933,69.245788895469,75.43405888634933,69.245788895469,0.0,0.0,gmina,30,WIELKOPOLSKIE,3024,szamotulski,3024042,Obrzycko
niskie ryzyko,39.67385614644455,90.75635578366948,37.200818985226334,88.28331862245128,2.473037161218217,2.4730371612182176,gmina,30,WIELKOPOLSKIE,3024,szamotulski,3024073,Szamotuły
niskie ryzyko,99.83160552023855,159.23506457037223,34.1906384083573,91.56524544137656,65.64096711188127,67.66981912899566,gmina,30,WIELKOPOLSKIE,3024,szamotulski,3024083,Wronki
wysokie ryzyko,74.08699507076001,43.63959107843332,61.609948265147246,31.16254427282056,12.47704680561276,12.47704680561276,gmina,30,WIELKOPOLSKIE,3024,szamotulski,3024083,Wronki
niskie ryzyko,118.37012604005444,113.81258183869411,112.96649996001626,108.40895575865594,5.403626080038184,5.403626080038185,gmina,30,WIELKOPOLSKIE,3023,słupecki,3023022,Lądek
wysokie ryzyko,168.27242061600404,168.27242061600404,168.27242061600404,168.27242061600404,0.0,0.0,gmina,30,WIELKOPOLSKIE,3023,słupecki,3023022,Lądek
niskie ryzyko,36.60768376746568,36.60768376746568,36.60768376746568,36.60768376746568,0.0,0.0,gmina,30,WIELKOPOLSKIE,3023,słupecki,3023062,Słupca
niskie ryzyko,114.95419902625268,111.09367980879752,109.95419902625268,106.09367980879752,5.0,5.0,gmina,30,WIELKOPOLSKIE,3023,słupecki,3023083,Zagórów
wysokie ryzyko,35.601184950065765,33.72026934748125,23.601184950065765,21.72026934748125,12.0,12.0,gmina,30,WIELKOPOLSKIE,3023,słupecki,3023083,Zagórów
niskie ryzyko,493.0593224128713,478.97602937391736,307.3447975683456,293.2615045293917,185.71452484452573,185.71452484452573,gmina,30,WIELKOPOLSKIE,3027,turecki,3027022,Brudzew
wysokie ryzyko,240.66519419086345,254.95258750056408,152.81085598781178,172.47641330146178,87.85433820305165,82.4761741991023,gmina,30,WIELKOPOLSKIE,3027,turecki,3027022,Brudzew
niskie ryzyko,192.55762045122637,190.74228807471752,93.29798189869815,91.48264952218932,99.25963855252822,99.25963855252822,gmina,30,WIELKOPOLSKIE,3027,turecki,3027033,Dobra
wysokie ryzyko,82.21078475475856,79.29545055053687,52.09190800558427,49.17657380136258,30.118876749174294,30.118876749174294,gmina,30,WIELKOPOLSKIE,3027,turecki,3027033,Dobra
niskie ryzyko,307.45988775158713,310.3841821320724,209.64381735081167,212.56811173129697,97.81607040077544,97.81607040077544,gmina,30,WIELKOPOLSKIE,3027,turecki,3027062,Przykona
wysokie ryzyko,224.5115974685186,221.58730308803337,154.2431143349238,151.31881995443854,70.2684831335948,70.2684831335948,gmina,30,WIELKOPOLSKIE,3027,turecki,3027062,Przykona
niskie ryzyko,7.252347927638767,7.252347927638766,0.0,0.0,7.252347927638767,7.252347927638766,gmina,30,WIELKOPOLSKIE,3027,turecki,3027073,Tuliszków
niskie ryzyko,21.62410862849037,21.62410862849037,14.894288360097448,14.894288360097448,6.7298202683929205,6.7298202683929205,gmina,30,WIELKOPOLSKIE,3027,turecki,3027082,Turek
niskie ryzyko,18.713023921337033,18.713023921337033,18.713023921337033,18.713023921337033,0.0,0.0,gmina,30,WIELKOPOLSKIE,3029,wolsztyński,3029012,Przemęt
niskie ryzyko,89.17586654165407,88.544639757163,83.7810592449759,83.14983246048483,5.3948072966781675,5.3948072966781675,gmina,30,WIELKOPOLSKIE,3029,wolsztyński,3029022,Siedlec
wysokie ryzyko,77.83612569279423,77.18793527387129,77.83612569279423,77.18793527387129,0.0,0.0,gmina,30,WIELKOPOLSKIE,3029,wolsztyński,3029022,Siedlec
niskie ryzyko,13.789068961239558,13.626214539588153,13.777149501048925,13.615042010667963,0.0119194601906326,0.0111725289201899,gmina,30,WIELKOPOLSKIE,3029,wolsztyński,3029033,Wolsztyn
wysokie ryzyko,28.56420219775246,28.384812170896417,28.56420219775246,28.384812170896417,0.0,0.0,gmina,30,WIELKOPOLSKIE,3029,wolsztyński,3029033,Wolsztyn
niskie ryzyko,69.41711390055278,61.27092223480406,32.457733125253036,30.925171188744432,36.95938077529974,30.345751046059632,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030012,Kołaczkowo
wysokie ryzyko,6.083729474977236,6.0667646270001345,0.0,0.0,6.083729474977236,6.0667646270001345,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030012,Kołaczkowo
niskie ryzyko,411.91822151894206,397.4033381412606,403.0978419713398,388.4916643382043,8.820379547602245,8.911673803056267,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030023,Miłosław
wysokie ryzyko,440.66710009573853,471.2969961870633,423.1659532691475,454.6864101817786,17.50114682659103,16.610586005284663,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030023,Miłosław
niskie ryzyko,728.9720654436654,722.5910232832402,337.8354207270618,331.57751644868523,391.13664471660366,391.01350683455496,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030043,Pyzdry
wysokie ryzyko,555.2070005924259,546.9075887967019,404.0537914506991,395.7543796549753,151.15320914172668,151.15320914172668,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030043,Pyzdry
niskie ryzyko,177.63200374263343,117.9071382794187,106.06443071119956,59.355657603370474,71.56757303143387,58.55148067604822,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030053,Września
wysokie ryzyko,6.681504665581244,6.681504665581246,5.9327374301259335,5.932737430125934,0.7487672354553108,0.7487672354553108,gmina,30,WIELKOPOLSKIE,3030,wrzesiński,3030053,Września
niskie ryzyko,9.982160501846494,9.226675582549152,5.851851851851852,5.096366932554511,4.130308649994642,4.130308649994642,gmina,30,WIELKOPOLSKIE,3028,wągrowiecki,3028043,Mieścisko
niskie ryzyko,72.86862965879361,94.65205844989742,72.86862965879361,90.31600932331772,0.0,4.33604912657969,gmina,30,WIELKOPOLSKIE,3028,wągrowiecki,3028053,Skoki
wysokie ryzyko,57.623714203516656,44.29220145223468,47.69284756427759,34.36133481299562,9.93086663923906,9.930866639239058,gmina,30,WIELKOPOLSKIE,3028,wągrowiecki,3028053,Skoki
niskie ryzyko,65.46169192986027,60.70086827385428,64.62625290250533,59.882991085827534,0.8354390273549344,0.8178771880267461,gmina,30,WIELKOPOLSKIE,3028,wągrowiecki,3028011,Wągrowiec
niskie ryzyko,0.1276483970220904,0.1176098543604059,0.0583733736085402,0.0483348309468557,0.0692750234135502,0.0692750234135502,gmina,30,WIELKOPOLSKIE,3028,wągrowiecki,3028072,Wągrowiec
niskie ryzyko,3.2222227782527346,3.159917695645729,0.0,0.0,3.2222227782527346,3.159917695645729,gmina,30,WIELKOPOLSKIE,3031,złotowski,3031023,Jastrowie
niskie ryzyko,1076.9514352027188,1066.86094458021,749.1133365642974,747.7484353631602,327.8380986384215,319.11250921705,gmina,30,WIELKOPOLSKIE,3025,średzki,3025022,Krzykosy
wysokie ryzyko,765.2442528712307,749.274727791737,442.8123104033818,423.18145768284745,322.4319424678489,326.09327010888944,gmina,30,WIELKOPOLSKIE,3025,średzki,3025022,Krzykosy
niskie ryzyko,168.01513432293703,164.33972210586094,70.6579085177911,66.98249630071498,97.35722580514596,97.35722580514596,gmina,30,WIELKOPOLSKIE,3025,średzki,3025032,Nowe Miasto nad Wartą
wysokie ryzyko,100.21804886259618,105.9767997057658,3.0060358378463077,8.764786681015924,97.21201302474988,97.21201302474988,gmina,30,WIELKOPOLSKIE,3025,średzki,3025032,Nowe Miasto nad Wartą
niskie ryzyko,98.84977144129832,98.84977144129832,69.89699201440469,69.89699201440467,28.95277942689364,28.95277942689364,gmina,30,WIELKOPOLSKIE,3025,średzki,3025053,Zaniemyśl
wysokie ryzyko,49.529287592997235,49.529287592997235,47.279287592997235,47.279287592997235,2.25,2.25,gmina,30,WIELKOPOLSKIE,3025,średzki,3025053,Zaniemyśl
niskie ryzyko,14.744179724794677,13.713466901089602,5.3179917740997515,5.133323353595076,9.426187950694926,8.580143547494526,gmina,30,WIELKOPOLSKIE,3025,średzki,3025043,Środa Wielkopolska
wysokie ryzyko,4.431826050827505,4.431826050827505,0.0,0.0,4.431826050827505,4.431826050827505,gmina,30,WIELKOPOLSKIE,3025,średzki,3025043,Środa Wielkopolska
wysokie ryzyko,25.017907777751383,24.751295529302165,0.0,0.0,25.017907777751383,24.751295529302165,gmina,30,WIELKOPOLSKIE,3026,śremski,3026012,Brodnica
niskie ryzyko,196.37047905046143,196.36653822378705,77.0160703300724,77.0160703300724,119.35440872038902,119.35046789371464,gmina,30,WIELKOPOLSKIE,3026,śremski,3026033,Książ Wielkopolski
wysokie ryzyko,38.50389127199212,38.50389127199212,15.172663559725091,15.172663559725097,23.331227712267022,23.331227712267022,gmina,30,WIELKOPOLSKIE,3026,śremski,3026033,Książ Wielkopolski
niskie ryzyko,1296.7859696208372,1128.075189079713,882.9263296712413,731.4746844233206,413.859639949596,396.6005046563925,gmina,30,WIELKOPOLSKIE,3026,śremski,3026043,Śrem
wysokie ryzyko,868.9510004543481,886.402726066189,656.9255597803509,674.3772853921918,212.0254406739972,212.02544067399717,gmina,30,WIELKOPOLSKIE,3026,śremski,3026043,Śrem
niskie ryzyko,569.9894854229295,551.3353953100853,549.6749940259833,527.2437586760688,20.31449139694625,24.091636634016616,gmina,32,ZACHODNIOPOMORSKIE,3262,Szczecin,3262011,Szczecin
wysokie ryzyko,445.8839414318816,707.6967479368807,381.9122835415099,554.3441352990645,63.97165789037172,153.35261263781626,gmina,32,ZACHODNIOPOMORSKIE,3262,Szczecin,3262011,Szczecin
niskie ryzyko,886.4882230681283,818.5121789825597,882.6880231606934,814.7119790751249,3.800199907434812,3.800199907434812,gmina,32,ZACHODNIOPOMORSKIE,3201,białogardzki,3201011,Białogard
niskie ryzyko,18.290117199818113,18.215513966064183,0.0,0.0,18.290117199818113,18.215513966064183,gmina,32,ZACHODNIOPOMORSKIE,3201,białogardzki,3201022,Białogard
wysokie ryzyko,548.8990119469211,490.29828955492377,548.8990119469211,490.29828955492377,0.0,0.0,gmina,32,ZACHODNIOPOMORSKIE,3201,białogardzki,3201011,Białogard
wysokie ryzyko,1.4872000712303903,1.4872000712303903,0.0,0.0,1.4872000712303903,1.4872000712303903,gmina,32,ZACHODNIOPOMORSKIE,3201,białogardzki,3201022,Białogard
niskie ryzyko,64.57303879080392,41.49604305307791,59.87560525489089,36.79860951716488,4.697433535913032,4.6974335359130315,gmina,32,ZACHODNIOPOMORSKIE,3201,białogardzki,3201033,Karlino
niskie ryzyko,7.374115655258896,7.374115655258896,0.0,0.0,7.374115655258896,7.374115655258896,gmina,32,ZACHODNIOPOMORSKIE,3201,białogardzki,3201043,Tychowo
niskie ryzyko,27.6801223034626,27.01990295657749,27.44327992581529,26.783060578930176,0.2368423776473092,0.2368423776473091,gmina,32,ZACHODNIOPOMORSKIE,3202,choszczeński,3202033,Drawno
niskie ryzyko,18.123042181704587,17.845537864547342,18.123042181704587,17.845537864547342,0.0,0.0,gmina,32,ZACHODNIOPOMORSKIE,3202,choszczeński,3202042,Krzęcin
niskie ryzyko,1.5411841655393854,1.5411841655393854,0.0,0.0,1.5411841655393854,1.5411841655393854,gmina,32,ZACHODNIOPOMORSKIE,3202,choszczeński,3202063,Recz
niskie ryzyko,6.360943718499016,171.1483543766152,2.135307743067852,166.92271840118406,4.225635975431164,4.225635975431164,gmina,32,ZACHODNIOPOMORSKIE,3203,drawski,3203023,Drawsko Pomorskie
niskie ryzyko,4.235326714181484,4.235326714181484,2.2700325100144365,2.2700325100144365,1.9652942041670485,1.9652942041670485,gmina,32,ZACHODNIOPOMORSKIE,3203,drawski,3203063,Złocieniec
wysokie ryzyko,0.4351566838929523,0.4351566838929523,0.4351566838929523,0.4351566838929523,0.0,0.0,gmina,32,ZACHODNIOPOMORSKIE,3203,drawski,3203063,Złocieniec
