risk_class,pop_night_total,pop_day_total,pop_night_ge65,pop_day_ge65,pop_night_outside,pop_day_outside,poziom,teryt_woj,wojewodztwo,teryt_pow,powiat,teryt_gmi,gmina
wysokie ryzyko,768.6813796971996,732.0070940204031,566.456153235155,545.2173920103569,202.2252264620446,186.78970201004623,gmina,02,DOLNOŚLĄSKIE,0210,lubański,0210011,Lubań
wysokie ryzyko,401.5660354160527,395.5125002927765,0.0,0.0,401.5660354160527,395.5125002927765,gmina,02,DOLNOŚLĄSKIE,0210,lubański,0210042,Lubań
niskie ryzyko,222.02468294653517,208.3482575542498,72.76216328228247,59.0299125438809,149.2625196642527,149.31834501036892,gmina,02,DOLNOŚLĄSKIE,0210,lubański,0210053,Olszyna
wysokie ryzyko,239.64576968458516,218.03107895708013,148.7416631674542,127.17350450129793,90.90410651713098,90.8575744557822,gmina,02,DOLNOŚLĄSKIE,0210,lubański,0210053,Olszyna
niskie ryzyko,10.265103752188937,10.265103752188931,0.0,0.0,10.265103752188937,10.265103752188931,gmina,02,DOLNOŚLĄSKIE,0210,lubański,0210021,Świeradów-Zdrój
wysokie ryzyko,17.55380465687794,17.55380465687794,17.55380465687794,17.55380465687794,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0210,lubański,0210021,Świeradów-Zdrój
niskie ryzyko,120.08152093725876,114.56047804197767,70.48873598421098,64.99362886453264,49.5927849530478,49.56684917744507,gmina,02,DOLNOŚLĄSKIE,0211,lubiński,0211032,Rudna
wysokie ryzyko,30.422659231077887,31.30570960522175,25.715458451452825,26.598508825596692,4.707200779625061,4.707200779625061,gmina,02,DOLNOŚLĄSKIE,0211,lubiński,0211032,Rudna
niskie ryzyko,312.9628746326315,309.66539213466524,128.503835582607,125.97147605802483,184.4590390500245,183.6939160766404,gmina,02,DOLNOŚLĄSKIE,0211,lubiński,0211043,Ścinawa
wysokie ryzyko,588.2882929020597,586.4813607831079,388.8335810302501,385.5476735724485,199.4547118718095,200.93368721065943,gmina,02,DOLNOŚLĄSKIE,0211,lubiński,0211043,Ścinawa
niskie ryzyko,114.44928436106102,115.38525119627846,89.7854952432878,90.72146207850524,24.66378911777322,24.66378911777322,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212013,Gryfów Śląski
wysokie ryzyko,381.7884720003655,356.51915272284174,374.878190853143,347.92156522484237,6.910281147222534,8.597587497999347,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212013,Gryfów Śląski
niskie ryzyko,156.1807636156189,154.73131640370525,58.66994911926985,58.3145986702119,97.51081449634904,96.41671773349334,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212023,Lubomierz
wysokie ryzyko,26.98742964255071,26.98742964255071,7.344741312268108,7.344741312268108,19.6426883302826,19.6426883302826,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212023,Lubomierz
niskie ryzyko,97.44326092149171,98.4637286997628,66.95356896549332,63.881344747225064,30.489691955998406,34.58238395253772,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212033,Lwówek Śląski
wysokie ryzyko,243.64630070219985,236.1589796562316,213.4657198491472,207.99777807621192,30.180580853052632,28.16120158001968,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212033,Lwówek Śląski
niskie ryzyko,158.77859226834673,152.20952827373625,132.99432939673883,126.4729812143578,25.784262871607897,25.736547059378456,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212043,Mirsk
wysokie ryzyko,185.76921736489572,185.22429220062955,113.2792872004772,112.96160414623048,72.48993016441851,72.26268805439908,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212043,Mirsk
niskie ryzyko,226.1786050774116,409.3964457358,173.86537994114184,357.94380831388634,52.31322513626975,51.45263742191368,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212053,Wleń
wysokie ryzyko,1249.8012061417828,1117.0802674918489,1226.2967401852748,1093.5758015353408,23.504465956508135,23.504465956508135,gmina,02,DOLNOŚLĄSKIE,0212,lwówecki,0212053,Wleń
niskie ryzyko,4.799718873608832,4.799718873608832,0.0,0.0,4.799718873608832,4.799718873608832,gmina,02,DOLNOŚLĄSKIE,0213,milicki,0213022,Krośnice
niskie ryzyko,325.1499374266734,309.0641060283424,204.2992261647729,188.990869039016,120.8507112619005,120.0732369893264,gmina,02,DOLNOŚLĄSKIE,0213,milicki,0213033,Milicz
wysokie ryzyko,456.29464997926215,447.4731219359592,402.2423708212545,393.4208427779516,54.05227915800764,54.05227915800764,gmina,02,DOLNOŚLĄSKIE,0213,milicki,0213033,Milicz
niskie ryzyko,60.25846726221539,59.018438372797846,47.575525227939835,46.33549633852229,12.682942034275548,12.682942034275548,gmina,02,DOLNOŚLĄSKIE,0214,oleśnicki,0214023,Bierutów
wysokie ryzyko,43.19340965075007,36.34362377231441,42.70584074332223,35.856054864886566,0.4875689074278412,0.4875689074278412,gmina,02,DOLNOŚLĄSKIE,0214,oleśnicki,0214023,Bierutów
niskie ryzyko,0.9991531265089088,0.9991531265089088,0.0,0.0,0.9991531265089088,0.9991531265089088,gmina,02,DOLNOŚLĄSKIE,0214,oleśnicki,0214053,Międzybórz
niskie ryzyko,5.532804633789857,5.532804633789856,0.0,0.0,5.532804633789857,5.532804633789856,gmina,02,DOLNOŚLĄSKIE,0214,oleśnicki,0214073,Syców
wysokie ryzyko,6.055262885888679,6.055262885888678,0.0,0.0,6.055262885888679,6.055262885888678,gmina,02,DOLNOŚLĄSKIE,0214,oleśnicki,0214073,Syców
niskie ryzyko,209.9464128770836,200.8882480810329,16.574149548729743,13.51938880373032,193.37226332835388,187.3688592773026,gmina,02,DOLNOŚLĄSKIE,0215,oławski,0215033,Jelcz-Laskowice
wysokie ryzyko,321.3699620701741,292.3650421970928,16.190898211794796,11.219409838883388,305.1790638583793,281.1456323582094,gmina,02,DOLNOŚLĄSKIE,0215,oławski,0215033,Jelcz-Laskowice
niskie ryzyko,2193.545252162316,2242.8699785302024,1837.697955876136,1944.8340836467432,355.84729628618027,298.0358948834595,gmina,02,DOLNOŚLĄSKIE,0215,oławski,0215011,Oława
niskie ryzyko,933.4714630951396,938.5847449394377,400.05813872571906,405.2907800276889,533.4133243694205,533.2939649117485,gmina,02,DOLNOŚLĄSKIE,0215,oławski,0215042,Oława
wysokie ryzyko,5720.393022710439,6538.882348444073,5249.99392985036,6132.9238838590345,470.3990928600786,405.9584645850384,gmina,02,DOLNOŚLĄSKIE,0215,oławski,0215011,Oława
wysokie ryzyko,819.9266800043216,812.9959015835508,228.48899516095696,224.52719396132755,591.4376848433647,588.4687076222232,gmina,02,DOLNOŚLĄSKIE,0215,oławski,0215042,Oława
niskie ryzyko,111.7509352963329,111.7509352963329,105.07860715411974,105.07860715411974,6.672328142213159,6.672328142213159,gmina,02,DOLNOŚLĄSKIE,0216,polkowicki,0216032,Grębocice
wysokie ryzyko,62.92962052984758,62.92962052984758,62.92962052984758,62.92962052984758,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0216,polkowicki,0216032,Grębocice
niskie ryzyko,0.0288088323241891,1.264436228385887,0.0288088323241891,1.264436228385887,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0216,polkowicki,0216062,Radwanice
wysokie ryzyko,18.185299061787315,14.45393202471251,18.185299061787315,14.45393202471251,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0216,polkowicki,0216062,Radwanice
niskie ryzyko,78.80752548177539,73.16624706122502,75.01502255300817,69.3737441324578,3.792502928767226,3.792502928767226,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217012,Borów
wysokie ryzyko,46.073444056550386,47.215291993582085,46.073444056550386,47.215291993582085,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217012,Borów
niskie ryzyko,74.27800964803033,67.05120092293272,57.05321190196528,49.82640317686767,17.22479774606505,17.22479774606505,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217022,Kondratowice
wysokie ryzyko,102.70716010407472,90.64723354600486,102.70716010407472,90.64723354600486,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217022,Kondratowice
niskie ryzyko,34.86147385474398,32.95081540379372,18.072863856804993,16.162205405854735,16.788609997938984,16.788609997938984,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217032,Przeworno
niskie ryzyko,83.29385668884294,73.40943311405319,33.621895515380345,23.86458749249093,49.67196117346259,49.54484562156226,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217043,Strzelin
wysokie ryzyko,142.2536951279651,125.69195298407423,112.7502433079116,96.18850116402072,29.50345182005352,29.503451820053517,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217043,Strzelin
niskie ryzyko,225.81037763953623,209.234951381678,191.85388167323856,175.2784554153803,33.956495966297666,33.956495966297666,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217053,Wiązów
wysokie ryzyko,138.22377170712224,116.56405049203885,138.22377170712224,116.56405049203885,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0217,strzeliński,0217053,Wiązów
niskie ryzyko,322.01982193923493,322.82919899160436,77.83237988214684,76.151582236441,244.1874420570881,246.67761675516337,gmina,02,DOLNOŚLĄSKIE,0220,trzebnicki,0220013,Oborniki Śląskie
wysokie ryzyko,743.6880308723206,750.9098022313137,337.96155934718826,345.9615798397298,405.7264715251323,404.9482223915839,gmina,02,DOLNOŚLĄSKIE,0220,trzebnicki,0220013,Oborniki Śląskie
niskie ryzyko,292.6886540271808,277.3108306974156,0.4201059886879861,0.3482310134390589,292.2685480384928,276.9625996839766,gmina,02,DOLNOŚLĄSKIE,0220,trzebnicki,0220042,Wisznia Mała
wysokie ryzyko,278.8229399659598,270.6298249092562,0.0,0.0,278.8229399659598,270.6298249092562,gmina,02,DOLNOŚLĄSKIE,0220,trzebnicki,0220042,Wisznia Mała
niskie ryzyko,1295.7843533402324,1247.2170419828064,954.330365412287,905.8095430497352,341.4539879279454,341.4074989330712,gmina,02,DOLNOŚLĄSKIE,0220,trzebnicki,0220063,Żmigród
wysokie ryzyko,2068.09957140068,2004.8401529739272,1796.4359365977305,1738.3285954683545,271.66363480294956,266.5115575055726,gmina,02,DOLNOŚLĄSKIE,0220,trzebnicki,0220063,Żmigród
niskie ryzyko,25.411679883378007,25.411679883378003,16.824531149211417,16.824531149211413,8.58714873416659,8.58714873416659,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221011,Boguszów-Gorce
wysokie ryzyko,11.415856552480289,11.41585655248029,11.415856552480289,11.41585655248029,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221011,Boguszów-Gorce
niskie ryzyko,180.05451004054822,159.99003816031694,180.05451004054822,159.99003816031694,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221042,Czarny Bór
wysokie ryzyko,139.84592931619437,127.35663154251696,133.9844671940425,121.49516942036507,5.861462122151872,5.861462122151871,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221042,Czarny Bór
niskie ryzyko,20.45562989564666,20.891674655030307,12.26743408377203,12.26743408377203,8.188195811874628,8.624240571258277,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221053,Głuszyca
wysokie ryzyko,35.350388490273396,33.73898405858036,8.474020891815458,8.474020891815456,26.87636759845794,25.264963166764904,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221053,Głuszyca
niskie ryzyko,67.75829803201621,66.69653458532082,47.040642706977195,46.8427211843011,20.71765532503902,19.85381340101971,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221021,Jedlina-Zdrój
wysokie ryzyko,14.9500634122944,16.661505002946093,14.9500634122944,16.661505002946093,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221021,Jedlina-Zdrój
niskie ryzyko,60.46371525773946,56.98362174101902,20.042413882580753,16.562320365860305,40.421301375158706,40.42130137515871,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221072,Stare Bogaczowice
wysokie ryzyko,5.703778056614697,5.703778056614697,0.0,0.0,5.703778056614697,5.703778056614697,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221072,Stare Bogaczowice
niskie ryzyko,48.44810931976728,67.45118324594097,34.1362116030861,34.1362116030861,14.311897716681182,33.31497164285485,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221082,Walim
wysokie ryzyko,6.509533023610132,6.509533023610133,0.0,0.0,6.509533023610132,6.509533023610133,gmina,02,DOLNOŚLĄSKIE,0221,wałbrzyski,0221082,Walim
niskie ryzyko,445.49766771259,458.7719818947656,346.22686397569566,358.95625044584557,99.27080373689436,99.81573144892,gmina,02,DOLNOŚLĄSKIE,0222,wołowski,0222013,Brzeg Dolny
wysokie ryzyko,1296.2546951990344,1296.5921567027376,1158.7409350151916,1158.7829698825833,137.51376018384292,137.80918682015434,gmina,02,DOLNOŚLĄSKIE,0222,wołowski,0222013,Brzeg Dolny
niskie ryzyko,568.9844953044114,557.4174755371567,196.4671154944298,202.42726444735248,372.5173798099817,354.9902110898043,gmina,02,DOLNOŚLĄSKIE,0222,wołowski,0222022,Wińsko
wysokie ryzyko,518.4650306609478,520.3335506707176,196.1688629142803,193.1760265609279,322.2961677466675,327.1575241097896,gmina,02,DOLNOŚLĄSKIE,0222,wołowski,0222022,Wińsko
niskie ryzyko,251.33532101252152,243.57279576907237,89.85233231118951,79.2160075106265,161.482988701332,164.35678825844587,gmina,02,DOLNOŚLĄSKIE,0222,wołowski,0222033,Wołów
wysokie ryzyko,174.40662816641645,172.8129681275439,5.651994621246078,4.628380570996308,168.75463354517038,168.18458755654763,gmina,02,DOLNOŚLĄSKIE,0222,wołowski,0222033,Wołów
niskie ryzyko,4425.596672041808,4452.624370714241,1616.2124749267657,1618.5840800799756,2809.384197115043,2834.040290634266,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223012,Czernica
wysokie ryzyko,5233.545318615151,5206.09406495111,2639.4699382370477,2737.3146550220104,2594.075380378102,2468.7794099291,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223012,Czernica
niskie ryzyko,317.5906633526457,311.2235456447553,56.97227303350262,56.24120352330505,260.6183903191431,254.98234212145024,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223022,Długołęka
wysokie ryzyko,137.6687628660875,143.90041365946104,18.112571022679504,27.674497480952738,119.55619184340796,116.22591617850831,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223022,Długołęka
niskie ryzyko,105.23368128534024,105.2099102029468,103.09941230778584,103.0756412253924,2.1342689775544055,2.1342689775544055,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223032,Jordanów Śląski
wysokie ryzyko,59.33693608901311,59.33693608901311,46.36436078513682,46.36436078513682,12.972575303876289,12.972575303876289,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223032,Jordanów Śląski
niskie ryzyko,28.022917743795492,27.648512633377912,28.022917743795492,27.648512633377912,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223052,Kobierzyce
wysokie ryzyko,26.21294685028784,25.791174901784498,26.21294685028784,25.791174901784498,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223052,Kobierzyce
niskie ryzyko,2332.293941533306,2399.8222848949163,1367.4966664348606,1461.0393716581364,964.7972750984457,938.78291323678,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223043,Kąty Wrocławskie
wysokie ryzyko,5117.419238880441,5137.07372066162,2831.658485365359,2826.899244661742,2285.7607535150833,2310.1744759998783,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223043,Kąty Wrocławskie
niskie ryzyko,668.9280660869972,657.9251555848301,388.8622394704603,378.67019639004695,280.0658266165369,279.2549591947832,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223062,Mietków
wysokie ryzyko,479.7020747035592,487.634390019096,263.56823988327824,271.6487553168864,216.13383482028095,215.9856347022097,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223062,Mietków
niskie ryzyko,2668.695878254867,2374.84951704581,1715.1826128838827,1474.5043826125452,953.5132653709836,900.3451344332647,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223083,Siechnice
wysokie ryzyko,3291.917067025132,3563.420278222458,1771.95706225738,1736.9055529799464,1519.9600047677525,1826.514725242512,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223083,Siechnice
niskie ryzyko,336.8599001647942,334.6651629968854,148.1615446738344,147.4741263777303,188.69835549095984,187.19103661915508,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223073,Sobótka
wysokie ryzyko,306.54205558919386,305.42320061892593,191.5433332221838,190.72793569201264,114.99872236701005,114.69526492691324,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223073,Sobótka
niskie ryzyko,67.56522383122694,67.60870582981133,0.4474456306869527,0.4474456306869527,67.11777820054,67.16126019912437,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223092,Żórawina
wysokie ryzyko,68.9960270820269,68.48073406008123,0.0,0.0,68.9960270820269,68.48073406008123,gmina,02,DOLNOŚLĄSKIE,0223,wrocławski,0223092,Żórawina
niskie ryzyko,348.88424606326464,343.3711089562248,296.6868286063089,297.7666135612304,52.19741745695576,45.60449539499445,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225033,Bogatynia
wysokie ryzyko,942.676216767438,1132.2165256865085,842.9441640063675,1019.3650671672837,99.73205276107052,112.85145851922488,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225033,Bogatynia
niskie ryzyko,71.65782835259596,77.44688172775984,5.643909059001222,12.166628696539709,66.01391929359474,65.28025303122014,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225043,Pieńsk
wysokie ryzyko,119.72177403407728,112.20943351122628,15.552281534578391,8.935443723713572,104.16949249949889,103.27398978751268,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225043,Pieńsk
niskie ryzyko,118.06111074756323,110.751118002632,80.2763614801996,74.1756049199308,37.784749267363665,36.57551308270122,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225052,Sulików
wysokie ryzyko,38.806815371659496,30.581583237241375,21.14897492765602,20.10197760175552,17.657840444003472,10.47960563548586,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225052,Sulików
niskie ryzyko,99.76027490075022,77.12675489412052,76.76451054449657,54.73769633667231,22.99576435625364,22.38905855744822,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225011,Zawidów
wysokie ryzyko,150.12887830461707,105.25188324663291,146.9191641531245,100.89430870783676,3.20971415149256,4.35757453879616,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225011,Zawidów
niskie ryzyko,153.37014301363007,145.67990456878957,153.37014301363007,145.67990456878957,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225021,Zgorzelec
niskie ryzyko,186.08511819769495,199.17520901150252,94.35695150675988,110.7863669702766,91.7281666909351,88.3888420412259,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225072,Zgorzelec
wysokie ryzyko,241.2921929372724,286.26556583908246,241.2921929372724,286.26556583908246,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225021,Zgorzelec
wysokie ryzyko,180.06937242259923,163.586080994029,169.0688157609489,152.58552433237864,11.00055666165036,11.00055666165036,gmina,02,DOLNOŚLĄSKIE,0225,zgorzelecki,0225072,Zgorzelec
niskie ryzyko,243.35049817721344,268.63250808259545,212.60944526104473,215.3008829667264,30.74105291616871,53.33162511586901,gmina,02,DOLNOŚLĄSKIE,0224,ząbkowicki,0224013,Bardo
wysokie ryzyko,622.8001838570851,946.3663941361727,540.2551410174204,878.1877009764185,82.5450428396647,68.17869315975437,gmina,02,DOLNOŚLĄSKIE,0224,ząbkowicki,0224013,Bardo
niskie ryzyko,254.42525965277432,244.390452706684,248.0540162093102,239.4502338063855,6.371243443464145,4.9402189002984835,gmina,02,DOLNOŚLĄSKIE,0224,ząbkowicki,0224033,Kamieniec Ząbkowicki
wysokie ryzyko,872.654120988042,868.890618366722,871.763128509698,868.2855189016584,0.89099247834395,0.6050994650636169,gmina,02,DOLNOŚLĄSKIE,0224,ząbkowicki,0224033,Kamieniec Ząbkowicki
niskie ryzyko,173.4477243483177,128.773569126422,160.94873466555327,119.35248960876336,12.498989682764469,9.421079517658615,gmina,02,DOLNOŚLĄSKIE,0224,ząbkowicki,0224063,Ziębice
wysokie ryzyko,84.57047443099835,76.30661975185049,69.1846397995905,61.065530256096274,15.385834631407846,15.24108949575422,gmina,02,DOLNOŚLĄSKIE,0224,ząbkowicki,0224063,Ziębice
niskie ryzyko,50.14477326674025,49.91135533596669,0.9799183052464228,0.7465003744728558,49.16485496149383,49.16485496149383,gmina,02,DOLNOŚLĄSKIE,0224,ząbkowicki,0224053,Ząbkowice Śląskie
niskie ryzyko,68.29490568774207,65.50191432721736,58.42340006046463,55.63040869993992,9.871505627277443,9.871505627277443,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226032,Pielgrzymka
wysokie ryzyko,19.76532882636216,19.364297899920633,3.366493783174359,2.9654628567328354,16.398835043187802,16.3988350431878,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226032,Pielgrzymka
niskie ryzyko,22.93210572796267,22.460883675647203,19.74013828735342,19.740138287353425,3.191967440609252,2.7207453882937784,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226011,Wojcieszów
wysokie ryzyko,95.6884685607612,132.78431725640897,12.345585477698872,11.934674442232067,83.34288308306233,120.84964281417692,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226011,Wojcieszów
niskie ryzyko,130.9874869906607,130.7305227948566,72.40586853564034,72.40586853564032,58.58161845502037,58.32465425921626,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226052,Zagrodno
wysokie ryzyko,18.708472293741167,18.708472293741167,11.171111921715184,11.171111921715184,7.537360372025985,7.537360372025985,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226052,Zagrodno
niskie ryzyko,69.08243440300998,68.67251074713424,13.91861125295011,13.23532720541134,55.16382315005987,55.437183541722895,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226062,Złotoryja
niskie ryzyko,71.98559934420983,71.95946322313131,34.69875658544375,36.14684545021037,37.28684275876608,35.812617772920945,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226021,Złotoryja
wysokie ryzyko,179.80039836864393,138.6416264869666,63.19124686705736,61.79595240125803,116.60915150158658,76.84567408570858,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226021,Złotoryja
wysokie ryzyko,84.87769341796894,81.65669306426258,43.280117779715326,41.83899369118975,41.597575638253616,39.81769937307284,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226062,Złotoryja
niskie ryzyko,376.0951525355874,355.9629278301492,174.71903758953127,158.58446277200017,201.37611494605608,197.378465058149,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226043,Świerzawa
wysokie ryzyko,699.2802733386959,433.0583391668226,460.6284297365737,203.04277405337905,238.65184360212223,230.01556511344353,gmina,02,DOLNOŚLĄSKIE,0226,złotoryjski,0226043,Świerzawa
niskie ryzyko,70.77962400235312,70.47383932045992,24.71216990706286,24.64908756367692,46.06745409529026,45.82475175678299,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218012,Kostomłoty
wysokie ryzyko,99.5272540366178,99.44998362554864,24.14570210978392,24.06843169871476,75.38155192683388,75.38155192683388,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218012,Kostomłoty
niskie ryzyko,47.16369939048791,53.14492539977777,46.2258383661415,52.20706437543136,0.9378610243464124,0.9378610243464124,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218022,Malczyce
wysokie ryzyko,14.323005539879016,13.886553921116349,11.654987483313183,11.21853586455052,2.66801805656583,2.66801805656583,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218022,Malczyce
niskie ryzyko,1608.3895254347087,1596.911893923785,237.8453448070615,248.404340254108,1370.5441806276472,1348.5075536696772,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218033,Miękinia
wysokie ryzyko,1657.6021549048205,1659.7823900257747,347.564901277662,342.53166626407636,1310.0372536271589,1317.2507237616985,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218033,Miękinia
niskie ryzyko,468.6158751542545,463.94354099104874,96.75512362315376,88.15792091346765,371.86075153110073,375.78562007758103,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218043,Środa Śląska
wysokie ryzyko,370.2960561666374,374.0241687228357,101.47540635361406,108.0908899863676,268.82064981302335,265.9332787364681,gmina,02,DOLNOŚLĄSKIE,0218,średzki,0218043,Środa Śląska
niskie ryzyko,533.3940701312908,529.1683874957265,404.6096073888733,400.8527976271243,128.7844627424176,128.3155898686022,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219032,Dobromierz
wysokie ryzyko,870.6661162858647,870.8430819338353,751.7704346982556,752.5907910817293,118.89568158760922,118.25229085210589,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219032,Dobromierz
niskie ryzyko,47.058888228132254,47.05888822813226,47.058888228132254,47.05888822813226,0.0,0.0,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219043,Jaworzyna Śląska
niskie ryzyko,110.842430884256,110.0747350443882,89.43962491523602,88.86827488427022,21.40280596901999,21.206460160117985,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219052,Marcinowice
wysokie ryzyko,193.8913779389831,205.78391354621783,188.2771478233548,187.23149574279273,5.614230115628359,18.552417803425083,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219052,Marcinowice
niskie ryzyko,968.3274935529612,933.254205239104,399.54242727880705,391.2724149592424,568.7850662741541,541.9817902798613,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219063,Strzegom
wysokie ryzyko,2231.3100235274073,2162.9887901908487,956.247410879782,929.4415342974866,1275.0626126476254,1233.5472558933625,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219063,Strzegom
niskie ryzyko,988.171896075474,883.402286559188,56.24820485884791,53.22452880513625,931.923691216626,830.1777577540518,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219011,Świdnica
niskie ryzyko,474.238515735851,462.1405311157743,152.13775121816315,146.70784669433203,322.1007645176879,315.4326844214423,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219072,Świdnica
wysokie ryzyko,3990.536004205,4357.108712580395,183.08290186387063,174.28596055223585,3807.4531023411287,4182.82275202816,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219011,Świdnica
wysokie ryzyko,713.8484144417598,703.4605706562985,143.37570599995323,137.24666078333595,570.4727084418065,566.2139098729625,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219072,Świdnica
niskie ryzyko,192.06444440062575,178.8090163330481,48.431327344589306,39.16929544985492,143.63311705603644,139.63972088319323,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219021,Świebodzice
wysokie ryzyko,408.2139973918328,394.781697430196,88.930804347028,65.23111846870316,319.28319304480476,329.5505789614928,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219021,Świebodzice
niskie ryzyko,158.3893295522769,155.93215089033674,71.36509076426253,70.77319941086897,87.02423878801436,85.15895147946779,gmina,02,DOLNOŚLĄSKIE,0219,świdnicki,0219083,Żarów
