wojewodztwo,powiat,gmina,wojewodztwo_key,powiat_key,gmina_key,siren_records_without_gsm,unique_sites_without_gsm,integration_cost_records_pln,integration_cost_unique_sites_pln
ŁÓDZKIE,pajęczański,Działoszyn,lodzkie,pajeczanski,dzialoszyn,5,5,25000,25000
ŁÓDZKIE,pajęczański,Kiełczygłów,lodzkie,pajeczanski,kielczyglow,5,5,25000,25000
ŁÓDZKIE,pajęczański,Pajęczno,lodzkie,pajeczanski,pajeczno,5,5,25000,25000
ŁÓDZKIE,pajęczański,Rząśnia,lodzkie,pajeczanski,rzasnia,5,5,25000,25000
ŁÓDZKIE,piotrkowski,Czarnocin,lodzkie,piotrkowski,czarnocin,5,5,25000,25000
ŁÓDZKIE,piotrkowski,Wolbórz,lodzkie,piotrkowski,wolborz,5,5,25000,25000
ŁÓDZKIE,piotrkowski,Łęki Szlacheckie,lodzkie,piotrkowski,leki_szlacheckie,5,5,25000,25000
ŁÓDZKIE,radomszczański,Gomunice,lodzkie,radomszczanski,gomunice,5,5,25000,25000
ŁÓDZKIE,radomszczański,Przedbórz,lodzkie,radomszczanski,przedborz,5,5,25000,25000
ŁÓDZKIE,sieradzki,Burzenin,lodzkie,sieradzki,burzenin,5,5,25000,25000
ŁÓDZKIE,wieruszowski,Lututów,lodzkie,wieruszowski,lututow,5,5,25000,25000
ŁÓDZKIE,zgierski,Ozorków,lodzkie,zgierski,ozorkow,5,5,25000,25000
ŁÓDZKIE,łaski,Łask,lodzkie,laski,lask,5,5,25000,25000
ŚLĄSKIE,bielski,Jasienica,slaskie,bielski,jasienica,5,5,25000,25000
ŚLĄSKIE,będziński,Bobrowniki,slaskie,bedzinski,bobrowniki,5,5,25000,25000
ŚLĄSKIE,cieszyński,Skoczów,slaskie,cieszynski,skoczow,5,5,25000,25000
ŚLĄSKIE,kłobucki,Popów,slaskie,klobucki,popow,5,5,25000,25000
ŚLĄSKIE,lubliniecki,Kochanowice,slaskie,lubliniecki,kochanowice,5,5,25000,25000
ŚLĄSKIE,myszkowski,Żarki,slaskie,myszkowski,zarki,5,5,25000,25000
ŚLĄSKIE,pszczyński,Pszczyna,slaskie,pszczynski,pszczyna,5,5,25000,25000
ŚLĄSKIE,rybnicki,Czerwionka-Leszczyny,slaskie,rybnicki,czerwionka_leszczyny,5,2,25000,10000
ŚLĄSKIE,zawierciański,Irządze,slaskie,zawiercianski,irzadze,5,5,25000,25000
ŚLĄSKIE,zawierciański,Poręba,slaskie,zawiercianski,poreba,5,5,25000,25000
ŚWIĘTOKRZYSKIE,buski,Gnojno,swietokrzyskie,buski,gnojno,5,5,25000,25000
ŚWIĘTOKRZYSKIE,buski,Solec-Zdrój,swietokrzyskie,buski,solec_zdroj,5,5,25000,25000
ŚWIĘTOKRZYSKIE,kielecki,Bieliny,swietokrzyskie,kielecki,bieliny,5,4,25000,20000
ŚWIĘTOKRZYSKIE,kielecki,Górno,swietokrzyskie,kielecki,gorno,5,3,25000,15000
ŚWIĘTOKRZYSKIE,kielecki,Masłów,swietokrzyskie,kielecki,maslow,5,3,25000,15000
ŚWIĘTOKRZYSKIE,kielecki,Pierzchnica,swietokrzyskie,kielecki,pierzchnica,5,5,25000,25000
ŚWIĘTOKRZYSKIE,kielecki,Raków,swietokrzyskie,kielecki,rakow,5,4,25000,20000
ŚWIĘTOKRZYSKIE,konecki,Gowarczów,swietokrzyskie,konecki,gowarczow,5,5,25000,25000
ŚWIĘTOKRZYSKIE,konecki,Stąporków,swietokrzyskie,konecki,staporkow,5,5,25000,25000
ŚWIĘTOKRZYSKIE,ostrowiecki,Bałtów,swietokrzyskie,ostrowiecki,baltow,5,5,25000,25000
ŚWIĘTOKRZYSKIE,ostrowiecki,Bodzechów,swietokrzyskie,ostrowiecki,bodzechow,5,5,25000,25000
ŚWIĘTOKRZYSKIE,starachowicki,Brody,swietokrzyskie,starachowicki,brody,5,5,25000,25000
ŚWIĘTOKRZYSKIE,starachowicki,Starachowice,swietokrzyskie,starachowicki,starachowice,5,5,25000,25000
DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,dolnoslaskie,boleslawiecki,boleslawiec,4,4,20000,20000
DOLNOŚLĄSKIE,bolesławiecki,Osiecznica,dolnoslaskie,boleslawiecki,osiecznica,4,4,20000,20000
DOLNOŚLĄSKIE,głogowski,Jerzmanowa,dolnoslaskie,glogowski,jerzmanowa,4,4,20000,20000
DOLNOŚLĄSKIE,głogowski,Żukowice,dolnoslaskie,glogowski,zukowice,4,4,20000,20000
DOLNOŚLĄSKIE,jaworski,Męcinka,dolnoslaskie,jaworski,mecinka,4,4,20000,20000
DOLNOŚLĄSKIE,jaworski,Wądroże Wielkie,dolnoslaskie,jaworski,wadroze_wielkie,4,4,20000,20000
DOLNOŚLĄSKIE,legnicki,Krotoszyce,dolnoslaskie,legnicki,krotoszyce,4,3,20000,15000
DOLNOŚLĄSKIE,milicki,Krośnice,dolnoslaskie,milicki,krosnice,4,4,20000,20000
DOLNOŚLĄSKIE,oleśnicki,Bierutów,dolnoslaskie,olesnicki,bierutow,4,4,20000,20000
DOLNOŚLĄSKIE,oławski,Jelcz-Laskowice,dolnoslaskie,olawski,jelcz_laskowice,4,4,20000,20000
DOLNOŚLĄSKIE,strzeliński,Borów,dolnoslaskie,strzelinski,borow,4,4,20000,20000
DOLNOŚLĄSKIE,trzebnicki,Prusice,dolnoslaskie,trzebnicki,prusice,4,4,20000,20000
DOLNOŚLĄSKIE,wrocławski,Czernica,dolnoslaskie,wroclawski,czernica,4,4,20000,20000
DOLNOŚLĄSKIE,wrocławski,Kąty Wrocławskie,dolnoslaskie,wroclawski,katy_wroclawskie,4,3,20000,15000
DOLNOŚLĄSKIE,wrocławski,Siechnice,dolnoslaskie,wroclawski,siechnice,4,4,20000,20000
DOLNOŚLĄSKIE,zgorzelecki,Pieńsk,dolnoslaskie,zgorzelecki,piensk,4,4,20000,20000
DOLNOŚLĄSKIE,ząbkowicki,Bardo,dolnoslaskie,zabkowicki,bardo,4,4,20000,20000
DOLNOŚLĄSKIE,złotoryjski,Zagrodno,dolnoslaskie,zlotoryjski,zagrodno,4,4,20000,20000
DOLNOŚLĄSKIE,średzki,Kostomłoty,dolnoslaskie,sredzki,kostomloty,4,4,20000,20000
DOLNOŚLĄSKIE,średzki,Malczyce,dolnoslaskie,sredzki,malczyce,4,3,20000,15000
DOLNOŚLĄSKIE,świdnicki,Dobromierz,dolnoslaskie,swidnicki,dobromierz,4,4,20000,20000
KUJAWSKO-POMORSKIE,aleksandrowski,Koneck,kujawsko_pomorskie,aleksandrowski,koneck,4,3,20000,15000
KUJAWSKO-POMORSKIE,aleksandrowski,Waganiec,kujawsko_pomorskie,aleksandrowski,waganiec,4,4,20000,20000
KUJAWSKO-POMORSKIE,brodnicki,Bartniczka,kujawsko_pomorskie,brodnicki,bartniczka,4,4,20000,20000
KUJAWSKO-POMORSKIE,brodnicki,Osiek,kujawsko_pomorskie,brodnicki,osiek,4,4,20000,20000
KUJAWSKO-POMORSKIE,brodnicki,Zbiczno,kujawsko_pomorskie,brodnicki,zbiczno,4,4,20000,20000
KUJAWSKO-POMORSKIE,brodnicki,Świedziebnia,kujawsko_pomorskie,brodnicki,swiedziebnia,4,4,20000,20000
KUJAWSKO-POMORSKIE,mogileński,Dąbrowa,kujawsko_pomorskie,mogilenski,dabrowa,4,4,20000,20000
KUJAWSKO-POMORSKIE,mogileński,Jeziora Wielkie,kujawsko_pomorskie,mogilenski,jeziora_wielkie,4,4,20000,20000
KUJAWSKO-POMORSKIE,toruński,Łysomice,kujawsko_pomorskie,torunski,lysomice,4,4,20000,20000
KUJAWSKO-POMORSKIE,tucholski,Kęsowo,kujawsko_pomorskie,tucholski,kesowo,4,4,20000,20000
KUJAWSKO-POMORSKIE,wąbrzeski,Książki,kujawsko_pomorskie,wabrzeski,ksiazki,4,4,20000,20000
KUJAWSKO-POMORSKIE,wąbrzeski,Wąbrzeźno,kujawsko_pomorskie,wabrzeski,wabrzezno,4,4,20000,20000
KUJAWSKO-POMORSKIE,włocławski,Brześć Kujawski,kujawsko_pomorskie,wloclawski,brzesc_kujawski,4,4,20000,20000
KUJAWSKO-POMORSKIE,świecki,Bukowiec,kujawsko_pomorskie,swiecki,bukowiec,4,4,20000,20000
KUJAWSKO-POMORSKIE,świecki,Lniano,kujawsko_pomorskie,swiecki,lniano,4,4,20000,20000
KUJAWSKO-POMORSKIE,świecki,Nowe,kujawsko_pomorskie,swiecki,nowe,4,3,20000,15000
KUJAWSKO-POMORSKIE,świecki,Osie,kujawsko_pomorskie,swiecki,osie,4,4,20000,20000
KUJAWSKO-POMORSKIE,świecki,Świekatowo,kujawsko_pomorskie,swiecki,swiekatowo,4,4,20000,20000
LUBELSKIE,bialski,Janów Podlaski,lubelskie,bialski,janow_podlaski,4,4,20000,20000
LUBELSKIE,bialski,Leśna Podlaska,lubelskie,bialski,lesna_podlaska,4,4,20000,20000
LUBELSKIE,bialski,Rossosz,lubelskie,bialski,rossosz,4,4,20000,20000
LUBELSKIE,bialski,Sławatycze,lubelskie,bialski,slawatycze,4,4,20000,20000
LUBELSKIE,biłgorajski,Tarnogród,lubelskie,bilgorajski,tarnogrod,4,3,20000,15000
LUBELSKIE,biłgorajski,Łukowa,lubelskie,bilgorajski,lukowa,4,4,20000,20000
LUBELSKIE,hrubieszowski,Horodło,lubelskie,hrubieszowski,horodlo,4,4,20000,20000
LUBELSKIE,janowski,Godziszów,lubelskie,janowski,godziszow,4,4,20000,20000
LUBELSKIE,kraśnicki,Dzierzkowice,lubelskie,krasnicki,dzierzkowice,4,4,20000,20000
LUBELSKIE,parczewski,Podedwórze,lubelskie,parczewski,podedworze,4,4,20000,20000
LUBELSKIE,puławski,Baranów,lubelskie,pulawski,baranow,4,4,20000,20000
LUBELSKIE,puławski,Nałęczów,lubelskie,pulawski,naleczow,4,4,20000,20000
LUBELSKIE,rycki,Dęblin,lubelskie,rycki,deblin,4,4,20000,20000
LUBELSKIE,łukowski,Wola Mysłowska,lubelskie,lukowski,wola_myslowska,4,4,20000,20000
LUBELSKIE,łęczyński,Ludwin,lubelskie,leczynski,ludwin,4,4,20000,20000
LUBUSKIE,gorzowski,Kłodawa,lubuskie,gorzowski,klodawa,4,4,20000,20000
LUBUSKIE,gorzowski,Witnica,lubuskie,gorzowski,witnica,4,4,20000,20000
LUBUSKIE,międzyrzecki,Bledzew,lubuskie,miedzyrzecki,bledzew,4,4,20000,20000
LUBUSKIE,nowosolski,Otyń,lubuskie,nowosolski,otyn,4,4,20000,20000
LUBUSKIE,strzelecko-drezdenecki,Dobiegniew,lubuskie,strzelecko_drezdenecki,dobiegniew,4,4,20000,20000
LUBUSKIE,sulęciński,Sulęcin,lubuskie,sulecinski,sulecin,4,4,20000,20000
LUBUSKIE,słubicki,Ośno Lubuskie,lubuskie,slubicki,osno_lubuskie,4,4,20000,20000
LUBUSKIE,zielonogórski,Sulechów,lubuskie,zielonogorski,sulechow,4,4,20000,20000
LUBUSKIE,świebodziński,Szczaniec,lubuskie,swiebodzinski,szczaniec,4,4,20000,20000
LUBUSKIE,świebodziński,Zbąszynek,lubuskie,swiebodzinski,zbaszynek,4,4,20000,20000
MAZOWIECKIE,ciechanowski,Regimin,mazowieckie,ciechanowski,regimin,4,4,20000,20000
MAZOWIECKIE,garwoliński,Parysów,mazowieckie,garwolinski,parysow,4,4,20000,20000
MAZOWIECKIE,garwoliński,Sobolew,mazowieckie,garwolinski,sobolew,4,4,20000,20000
MAZOWIECKIE,garwoliński,Łaskarzew,mazowieckie,garwolinski,laskarzew,4,4,20000,20000
MAZOWIECKIE,gostyniński,Szczawin Kościelny,mazowieckie,gostyninski,szczawin_koscielny,4,4,20000,20000
MAZOWIECKIE,kozienicki,Garbatka-Letnisko,mazowieckie,kozienicki,garbatka_letnisko,4,4,20000,20000
MAZOWIECKIE,kozienicki,Gniewoszów,mazowieckie,kozienicki,gniewoszow,4,4,20000,20000
MAZOWIECKIE,miński,Stanisławów,mazowieckie,minski,stanislawow,4,4,20000,20000
MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,mazowieckie,nowodworski,nowy_dwor_mazowiecki,4,4,20000,20000
MAZOWIECKIE,nowodworski,Zakroczym,mazowieckie,nowodworski,zakroczym,4,4,20000,20000
MAZOWIECKIE,ostrołęcki,Baranowo,mazowieckie,ostrolecki,baranowo,4,4,20000,20000
MAZOWIECKIE,ostrołęcki,Lelis,mazowieckie,ostrolecki,lelis,4,4,20000,20000
MAZOWIECKIE,ostrołęcki,Olszewo-Borki,mazowieckie,ostrolecki,olszewo_borki,4,4,20000,20000
MAZOWIECKIE,ostrołęcki,Rzekuń,mazowieckie,ostrolecki,rzekun,4,4,20000,20000
MAZOWIECKIE,piaseczyński,Tarczyn,mazowieckie,piaseczynski,tarczyn,4,2,20000,10000
MAZOWIECKIE,pruszkowski,Brwinów,mazowieckie,pruszkowski,brwinow,4,4,20000,20000
MAZOWIECKIE,przasnyski,Czernice Borowe,mazowieckie,przasnyski,czernice_borowe,4,4,20000,20000
MAZOWIECKIE,przysuski,Borkowice,mazowieckie,przysuski,borkowice,4,3,20000,15000
MAZOWIECKIE,pułtuski,Zatory,mazowieckie,pultuski,zatory,4,4,20000,20000
MAZOWIECKIE,płocki,Łąck,mazowieckie,plocki,lack,4,3,20000,15000
MAZOWIECKIE,płoński,Załuski,mazowieckie,plonski,zaluski,4,4,20000,20000
MAZOWIECKIE,radomski,Pionki,mazowieckie,radomski,pionki,4,4,20000,20000
MAZOWIECKIE,siedlecki,Paprotnia,mazowieckie,siedlecki,paprotnia,4,3,20000,15000
MAZOWIECKIE,sierpecki,Rościszewo,mazowieckie,sierpecki,rosciszewo,4,4,20000,20000
MAZOWIECKIE,wyszkowski,Rząśnik,mazowieckie,wyszkowski,rzasnik,4,4,20000,20000
MAZOWIECKIE,łosicki,Huszlew,mazowieckie,losicki,huszlew,4,4,20000,20000
MAZOWIECKIE,żuromiński,Bieżuń,mazowieckie,zurominski,biezun,4,4,20000,20000
MAZOWIECKIE,żuromiński,Lubowidz,mazowieckie,zurominski,lubowidz,4,4,20000,20000
MAŁOPOLSKIE,brzeski,Iwkowa,malopolskie,brzeski,iwkowa,4,4,20000,20000
MAŁOPOLSKIE,chrzanowski,Babice,malopolskie,chrzanowski,babice,4,4,20000,20000
MAŁOPOLSKIE,dąbrowski,Mędrzechów,malopolskie,dabrowski,medrzechow,4,4,20000,20000
MAŁOPOLSKIE,krakowski,Mogilany,malopolskie,krakowski,mogilany,4,2,20000,10000
MAŁOPOLSKIE,limanowski,Łukowica,malopolskie,limanowski,lukowica,4,4,20000,20000
MAŁOPOLSKIE,myślenicki,Siepraw,malopolskie,myslenicki,siepraw,4,3,20000,15000
MAŁOPOLSKIE,nowosądecki,Chełmiec,malopolskie,nowosadecki,chelmiec,4,4,20000,20000
MAŁOPOLSKIE,nowosądecki,Muszyna,malopolskie,nowosadecki,muszyna,4,4,20000,20000
MAŁOPOLSKIE,nowosądecki,Łabowa,malopolskie,nowosadecki,labowa,4,4,20000,20000
MAŁOPOLSKIE,nowotarski,Krościenko nad Dunajcem,malopolskie,nowotarski,kroscienko_nad_dunajcem,4,4,20000,20000
MAŁOPOLSKIE,nowotarski,Lipnica Wielka,malopolskie,nowotarski,lipnica_wielka,4,4,20000,20000
MAŁOPOLSKIE,olkuski,Klucze,malopolskie,olkuski,klucze,4,4,20000,20000
MAŁOPOLSKIE,oświęcimski,Zator,malopolskie,oswiecimski,zator,4,4,20000,20000
MAŁOPOLSKIE,suski,Zembrzyce,malopolskie,suski,zembrzyce,4,4,20000,20000
MAŁOPOLSKIE,tarnowski,Szerzyny,malopolskie,tarnowski,szerzyny,4,4,20000,20000
MAŁOPOLSKIE,wadowicki,Stryszów,malopolskie,wadowicki,stryszow,4,4,20000,20000
OPOLSKIE,brzeski,Lubsza,opolskie,brzeski,lubsza,4,4,20000,20000
OPOLSKIE,krapkowicki,Krapkowice,opolskie,krapkowicki,krapkowice,4,4,20000,20000
OPOLSKIE,namysłowski,Domaszowice,opolskie,namyslowski,domaszowice,4,4,20000,20000
OPOLSKIE,namysłowski,Pokój,opolskie,namyslowski,pokoj,4,4,20000,20000
PODKARPACKIE,brzozowski,Dydnia,podkarpackie,brzozowski,dydnia,4,4,20000,20000
PODKARPACKIE,jarosławski,Rokietnica,podkarpackie,jaroslawski,rokietnica,4,4,20000,20000
PODKARPACKIE,kolbuszowski,Niwiska,podkarpackie,kolbuszowski,niwiska,4,4,20000,20000
PODKARPACKIE,kolbuszowski,Raniżów,podkarpackie,kolbuszowski,ranizow,4,4,20000,20000
PODKARPACKIE,przemyski,Medyka,podkarpackie,przemyski,medyka,4,4,20000,20000
PODKARPACKIE,rzeszowski,Kamień,podkarpackie,rzeszowski,kamien,4,4,20000,20000
PODKARPACKIE,sanocki,Tyrawa Wołoska,podkarpackie,sanocki,tyrawa_woloska,4,3,20000,15000
PODKARPACKIE,łańcucki,Markowa,podkarpackie,lancucki,markowa,4,4,20000,20000
PODKARPACKIE,łańcucki,Żołynia,podkarpackie,lancucki,zolynia,4,3,20000,15000
PODLASKIE,białostocki,Michałowo,podlaskie,bialostocki,michalowo,4,4,20000,20000
PODLASKIE,białostocki,Suraż,podlaskie,bialostocki,suraz,4,4,20000,20000
PODLASKIE,bielski,Boćki,podlaskie,bielski,bocki,4,4,20000,20000
PODLASKIE,grajewski,Radziłów,podlaskie,grajewski,radzilow,4,4,20000,20000
PODLASKIE,hajnowski,Czeremcha,podlaskie,hajnowski,czeremcha,4,4,20000,20000
PODLASKIE,hajnowski,Czyże,podlaskie,hajnowski,czyze,4,4,20000,20000
PODLASKIE,hajnowski,Narew,podlaskie,hajnowski,narew,4,4,20000,20000
PODLASKIE,sejneński,Giby,podlaskie,sejnenski,giby,4,4,20000,20000
PODLASKIE,sokólski,Janów,podlaskie,sokolski,janow,4,4,20000,20000
PODLASKIE,sokólski,Korycin,podlaskie,sokolski,korycin,4,4,20000,20000
PODLASKIE,sokólski,Kuźnica,podlaskie,sokolski,kuznica,4,4,20000,20000
PODLASKIE,suwalski,Bakałarzewo,podlaskie,suwalski,bakalarzewo,4,4,20000,20000
PODLASKIE,wysokomazowiecki,Kulesze Kościelne,podlaskie,wysokomazowiecki,kulesze_koscielne,4,4,20000,20000
POMORSKIE,kościerski,Liniewo,pomorskie,koscierski,liniewo,4,4,20000,20000
POMORSKIE,kościerski,Nowa Karczma,pomorskie,koscierski,nowa_karczma,4,4,20000,20000
POMORSKIE,malborski,Lichnowy,pomorskie,malborski,lichnowy,4,4,20000,20000
POMORSKIE,nowodworski,Sztutowo,pomorskie,nowodworski,sztutowo,4,4,20000,20000
POMORSKIE,starogardzki,Czarna Woda,pomorskie,starogardzki,czarna_woda,4,3,20000,15000
POMORSKIE,starogardzki,Kaliska,pomorskie,starogardzki,kaliska,4,3,20000,15000
POMORSKIE,sztumski,Dzierzgoń,pomorskie,sztumski,dzierzgon,4,4,20000,20000
POMORSKIE,sztumski,Stary Dzierzgoń,pomorskie,sztumski,stary_dzierzgon,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,braniewski,Lelkowo,warminsko_mazurskie,braniewski,lelkowo,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,braniewski,Pieniężno,warminsko_mazurskie,braniewski,pieniezno,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,braniewski,Płoskinia,warminsko_mazurskie,braniewski,ploskinia,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,braniewski,Wilczęta,warminsko_mazurskie,braniewski,wilczeta,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,elbląski,Gronowo Elbląskie,warminsko_mazurskie,elblaski,gronowo_elblaskie,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,elbląski,Rychliki,warminsko_mazurskie,elblaski,rychliki,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,elbląski,Tolkmicko,warminsko_mazurskie,elblaski,tolkmicko,4,3,20000,15000
WARMIŃSKO-MAZURSKIE,gołdapski,Banie Mazurskie,warminsko_mazurskie,goldapski,banie_mazurskie,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,gołdapski,Gołdap,warminsko_mazurskie,goldapski,goldap,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,iławski,Kisielice,warminsko_mazurskie,ilawski,kisielice,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,lidzbarski,Orneta,warminsko_mazurskie,lidzbarski,orneta,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,mrągowski,Sorkwity,warminsko_mazurskie,mragowski,sorkwity,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,nowomiejski,Grodziczno,warminsko_mazurskie,nowomiejski,grodziczno,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,olsztyński,Barczewo,warminsko_mazurskie,olsztynski,barczewo,4,4,20000,20000
WARMIŃSKO-MAZURSKIE,olsztyński,Jonkowo,warminsko_mazurskie,olsztynski,jonkowo,4,3,20000,15000
WARMIŃSKO-MAZURSKIE,węgorzewski,Pozezdrze,warminsko_mazurskie,wegorzewski,pozezdrze,4,4,20000,20000
WIELKOPOLSKIE,chodzieski,Budzyń,wielkopolskie,chodzieski,budzyn,4,4,20000,20000
WIELKOPOLSKIE,gnieźnieński,Niechanowo,wielkopolskie,gnieznienski,niechanowo,4,4,20000,20000
WIELKOPOLSKIE,gnieźnieński,Witkowo,wielkopolskie,gnieznienski,witkowo,4,3,20000,15000
WIELKOPOLSKIE,kolski,Chodów,wielkopolskie,kolski,chodow,4,4,20000,20000
WIELKOPOLSKIE,kępiński,Bralin,wielkopolskie,kepinski,bralin,4,4,20000,20000
WIELKOPOLSKIE,pilski,Łobżenica,wielkopolskie,pilski,lobzenica,4,4,20000,20000
WIELKOPOLSKIE,szamotulski,Kaźmierz,wielkopolskie,szamotulski,kazmierz,4,4,20000,20000
WIELKOPOLSKIE,słupecki,Orchowo,wielkopolskie,slupecki,orchowo,4,4,20000,20000
WIELKOPOLSKIE,wągrowiecki,Mieścisko,wielkopolskie,wagrowiecki,miescisko,4,4,20000,20000
WIELKOPOLSKIE,wągrowiecki,Skoki,wielkopolskie,wagrowiecki,skoki,4,4,20000,20000
WIELKOPOLSKIE,złotowski,Złotów,wielkopolskie,zlotowski,zlotow,4,4,20000,20000
ZACHODNIOPOMORSKIE,choszczeński,Choszczno,zachodniopomorskie,choszczenski,choszczno,4,4,20000,20000
ZACHODNIOPOMORSKIE,drawski,Złocieniec,zachodniopomorskie,drawski,zlocieniec,4,4,20000,20000
ZACHODNIOPOMORSKIE,gryfiński,Chojna,zachodniopomorskie,gryfinski,chojna,4,4,20000,20000
ZACHODNIOPOMORSKIE,gryfiński,Stare Czarnowo,zachodniopomorskie,gryfinski,stare_czarnowo,4,4,20000,20000
ZACHODNIOPOMORSKIE,kamieński,Golczewo,zachodniopomorskie,kamienski,golczewo,4,4,20000,20000
ZACHODNIOPOMORSKIE,koszaliński,Biesiekierz,zachodniopomorskie,koszalinski,biesiekierz,4,4,20000,20000
ZACHODNIOPOMORSKIE,stargardzki,Marianowo,zachodniopomorskie,stargardzki,marianowo,4,4,20000,20000
ZACHODNIOPOMORSKIE,szczecinecki,Barwice,zachodniopomorskie,szczecinecki,barwice,4,4,20000,20000
ZACHODNIOPOMORSKIE,sławieński,Malechowo,zachodniopomorskie,slawienski,malechowo,4,4,20000,20000
ZACHODNIOPOMORSKIE,sławieński,Postomino,zachodniopomorskie,slawienski,postomino,4,4,20000,20000
ZACHODNIOPOMORSKIE,świdwiński,Brzeżno,zachodniopomorskie,swidwinski,brzezno,4,4,20000,20000
ŁÓDZKIE,bełchatowski,Kluki,lodzkie,belchatowski,kluki,4,4,20000,20000
ŁÓDZKIE,bełchatowski,Zelów,lodzkie,belchatowski,zelow,4,4,20000,20000
ŁÓDZKIE,brzeziński,Dmosin,lodzkie,brzezinski,dmosin,4,4,20000,20000
ŁÓDZKIE,kutnowski,Dąbrowice,lodzkie,kutnowski,dabrowice,4,4,20000,20000
ŁÓDZKIE,opoczyński,Paradyż,lodzkie,opoczynski,paradyz,4,4,20000,20000
ŁÓDZKIE,pabianicki,Dłutów,lodzkie,pabianicki,dlutow,4,4,20000,20000
ŁÓDZKIE,pajęczański,Nowa Brzeźnica,lodzkie,pajeczanski,nowa_brzeznica,4,4,20000,20000
ŁÓDZKIE,piotrkowski,Gorzkowice,lodzkie,piotrkowski,gorzkowice,4,4,20000,20000
ŁÓDZKIE,piotrkowski,Moszczenica,lodzkie,piotrkowski,moszczenica,4,4,20000,20000
ŁÓDZKIE,piotrkowski,Wola Krzysztoporska,lodzkie,piotrkowski,wola_krzysztoporska,4,4,20000,20000
ŁÓDZKIE,rawski,Cielądz,lodzkie,rawski,cieladz,4,4,20000,20000
ŁÓDZKIE,sieradzki,Złoczew,lodzkie,sieradzki,zloczew,4,4,20000,20000
ŁÓDZKIE,skierniewicki,Słupia,lodzkie,skierniewicki,slupia,4,4,20000,20000
ŁÓDZKIE,wieluński,Czarnożyły,lodzkie,wielunski,czarnozyly,4,4,20000,20000
ŁÓDZKIE,wieluński,Osjaków,lodzkie,wielunski,osjakow,4,4,20000,20000
ŁÓDZKIE,zduńskowolski,Zapolice,lodzkie,zdunskowolski,zapolice,4,4,20000,20000
ŁÓDZKIE,zgierski,Stryków,lodzkie,zgierski,strykow,4,4,20000,20000
ŁÓDZKIE,łowicki,Nieborów,lodzkie,lowicki,nieborow,4,4,20000,20000
ŁÓDZKIE,łódzki wschodni,Tuszyn,lodzkie,lodzki_wschodni,tuszyn,4,4,20000,20000
ŚLĄSKIE,cieszyński,Ustroń,slaskie,cieszynski,ustron,4,4,20000,20000
ŚLĄSKIE,cieszyński,Wisła,slaskie,cieszynski,wisla,4,4,20000,20000
ŚLĄSKIE,częstochowski,Mstów,slaskie,czestochowski,mstow,4,4,20000,20000
ŚLĄSKIE,wodzisławski,Godów,slaskie,wodzislawski,godow,4,4,20000,20000
ŚLĄSKIE,wodzisławski,Pszów,slaskie,wodzislawski,pszow,4,2,20000,10000
ŚLĄSKIE,wodzisławski,Radlin,slaskie,wodzislawski,radlin,4,2,20000,10000
ŚLĄSKIE,żywiecki,Żywiec,slaskie,zywiecki,zywiec,4,4,20000,20000
ŚWIĘTOKRZYSKIE,kazimierski,Skalbmierz,swietokrzyskie,kazimierski,skalbmierz,4,4,20000,20000
ŚWIĘTOKRZYSKIE,kielecki,Bodzentyn,swietokrzyskie,kielecki,bodzentyn,4,4,20000,20000
ŚWIĘTOKRZYSKIE,kielecki,Miedziana Góra,swietokrzyskie,kielecki,miedziana_gora,4,3,20000,15000
ŚWIĘTOKRZYSKIE,kielecki,Mniów,swietokrzyskie,kielecki,mniow,4,4,20000,20000
ŚWIĘTOKRZYSKIE,kielecki,Nowiny,swietokrzyskie,kielecki,nowiny,4,3,20000,15000
ŚWIĘTOKRZYSKIE,kielecki,Zagnańsk,swietokrzyskie,kielecki,zagnansk,4,4,20000,20000
ŚWIĘTOKRZYSKIE,kielecki,Łagów,swietokrzyskie,kielecki,lagow,4,3,20000,15000
ŚWIĘTOKRZYSKIE,kielecki,Łopuszno,swietokrzyskie,kielecki,lopuszno,4,4,20000,20000
ŚWIĘTOKRZYSKIE,opatowski,Sadowie,swietokrzyskie,opatowski,sadowie,4,4,20000,20000
ŚWIĘTOKRZYSKIE,sandomierski,Dwikozy,swietokrzyskie,sandomierski,dwikozy,4,4,20000,20000
ŚWIĘTOKRZYSKIE,sandomierski,Koprzywnica,swietokrzyskie,sandomierski,koprzywnica,4,4,20000,20000
ŚWIĘTOKRZYSKIE,skarżyski,Bliżyn,swietokrzyskie,skarzyski,blizyn,4,4,20000,20000
