teryt_woj,wojewodztwo,teryt_pow,powiat,risk_class,pop_night_total,pop_day_total,pop_night_ge65,pop_day_ge65,pop_night_outside,pop_day_outside,pct_ge65_of_total,pct_outside_ge65_of_total
06,LUBELSKIE,0616,rycki,wysokie ryzyko,6667.167456466084,6528.304429456791,6155.81965940806,6051.545766160481,511.34779705802384,476.7586632963086,92.33,7.67
06,LUBELSKIE,0618,tomaszowski,niskie ryzyko,120.7035401657112,117.31546031591976,82.98827772466973,81.65131077984617,37.71526244104147,35.664149536073566,68.75,31.25
06,LUBELSKIE,0618,tomaszowski,wysokie ryzyko,33.593976350714414,67.62106045049903,22.406734093254528,19.86370249036112,11.18724225745989,47.75735796013791,66.7,33.3
06,LUBELSKIE,0619,włodawski,niskie ryzyko,451.60217316012665,442.5964262854294,154.78709676456458,146.77494917746162,296.8150763955621,295.8214771079678,34.28,65.72
06,LUBELSKIE,0619,włodawski,wysokie ryzyko,448.7716669376583,443.9726924898315,242.26200283185972,237.91657943330023,206.5096641057986,206.05611305653127,53.98,46.02
06,LUBELSKIE,0620,zamojski,niskie ryzyko,218.82288555542215,200.7644713482763,120.90137218272416,111.70416321460192,97.92151337269804,89.06030813367437,55.25,44.75
06,LUBELSKIE,0620,zamojski,wysokie ryzyko,73.50395587921307,78.4260960571599,44.2675128553022,46.482728196545295,29.23644302391087,31.94336786061459,60.22,39.78
06,LUBELSKIE,0611,łukowski,niskie ryzyko,161.55262341677917,144.87167145748802,120.9950861420534,104.32366065276086,40.557537274725775,40.54801080472717,74.9,25.1
06,LUBELSKIE,0611,łukowski,wysokie ryzyko,156.27541427094738,144.42305159798673,127.89473668066653,116.04237400770587,28.380677590280847,28.38067759028085,81.84,18.16
06,LUBELSKIE,0610,łęczyński,niskie ryzyko,228.99827412291063,228.7528226787696,128.97201948603714,129.65224585848208,100.02625463687352,99.10057682028749,56.32,43.68
06,LUBELSKIE,0610,łęczyński,wysokie ryzyko,5.5011116769347,5.501111676934699,0.0,0.0,5.5011116769347,5.501111676934699,0.0,100.0
06,LUBELSKIE,0617,świdnicki,niskie ryzyko,220.9799418205816,216.79234432266824,209.43251399355813,205.2449164956448,11.547427827023414,11.547427827023414,94.77,5.23
06,LUBELSKIE,0617,świdnicki,wysokie ryzyko,94.61435067860046,93.78899119716424,94.61435067860046,93.78899119716424,0.0,0.0,100.0,0.0
08,LUBUSKIE,0861,Gorzów Wielkopolski,niskie ryzyko,2172.296264171675,2044.905307326098,1922.8202359292711,1792.921436358966,249.4760282424034,251.9838709671317,88.52,11.48
08,LUBUSKIE,0861,Gorzów Wielkopolski,wysokie ryzyko,2709.3038129062634,2982.888054065744,2593.1202428645056,2873.1358638229285,116.18357004175772,109.75219024281574,95.71,4.29
08,LUBUSKIE,0862,Zielona Góra,niskie ryzyko,91.536693438865,100.5933512710761,55.549912549616565,56.46130296334315,35.986780889248415,44.13204830773295,60.69,39.31
