gap_id,risk_class,pop_outside_night,pop_outside_day,area_ha,teryt_gmi,wojewodztwo,powiat,gmina,priority_score_v12,priority_class,recommended_action_seed,procurement_action,estimated_new_siren_cost_pln,new_siren_cost_per_pop_outside_night_pln,x_2180,y_2180,lat,lon,estimated_unit_cost_pln,cost_per_pop_outside_night_pln
11395,wysokie ryzyko,1526.0782975705806,1417.593542447305,24.0,0464011,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,99.18,A,new_siren_likely,new_large_siren,40000,26.21,504850.0,532850.0,52.6613417,19.0717307,40000,26.21
11436,wysokie ryzyko,104.6697747636254,60.09339078475188,1.0,0464011,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,97.87,A,new_siren_likely,new_large_siren,40000,382.15,504450.0,532750.0,52.6604459,19.0658134,40000,382.15
14019,wysokie ryzyko,129.43199556249942,129.43199556249945,3.0,3021103,WIELKOPOLSKIE,poznański,Mosina,95.95,A,new_siren_likely,new_large_siren,40000,309.04,353850.0,489050.0,52.2480471,16.8584827,40000,309.04
22525,wysokie ryzyko,114.81312848460078,113.82884217823737,2.0,0219021,DOLNOŚLĄSKIE,świdnicki,Świebodzice,94.87,A,new_siren_likely,new_large_siren,40000,348.39,309900.0,335150.0,50.8519722,16.2984204,40000,348.39
15247,wysokie ryzyko,507.20067745865776,486.501424285792,4.0,1417043,MAZOWIECKIE,otwocki,Karczew,93.36,A,new_siren_likely,new_large_siren,40000,78.86,654250.0,471450.0,52.0876742,21.2521049,40000,78.86
30959,wysokie ryzyko,64.59028053657686,64.59028053657686,1.0,2417142,ŚLĄSKIE,żywiecki,Ujsoły,91.79,A,modernizacja_or_new,not_priced_as_integration,0,0.0,509650.0,179650.0,49.4842202,19.1332705,0,0.0
21162,wysokie ryzyko,61.98227885435752,71.39432811242185,1.0,2610011,ŚWIĘTOKRZYSKIE,skarżyski,Skarżysko-Kamienna,91.09,A,modernizacja_or_new,not_priced_as_integration,0,0.0,629850.0,361350.0,51.1042017,20.8552989,0,0.0
22490,wysokie ryzyko,4225.894495105481,4432.996661483344,202.0,0219011,DOLNOŚLĄSKIE,świdnicki,Świdnica,90.31,A,new_siren_likely,new_large_siren,40000,9.47,324700.0,334350.0,50.8494602,16.5089104,40000,9.47
20627,wysokie ryzyko,102.19487617610484,102.19487617610486,4.0,0209052,DOLNOŚLĄSKIE,legnicki,Legnickie Pole,89.61,A,new_siren_likely,new_large_siren,40000,391.41,301900.0,369500.0,51.1578957,16.1661184,40000,391.41
22660,wysokie ryzyko,312.2059163032442,310.83068985135225,17.0,0219011,DOLNOŚLĄSKIE,świdnicki,Świdnica,89.55,A,new_siren_likely,new_large_siren,40000,128.12,323200.0,331850.0,50.8265364,16.4888234,40000,128.12
11488,wysokie ryzyko,911.8808867629076,792.1459722503209,52.0,0464011,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,89.45,A,new_siren_likely,new_large_siren,40000,43.87,508000.0,531950.0,52.653211,19.1182968,40000,43.87
11502,wysokie ryzyko,67.51715832513186,54.34998756375354,2.0,0464011,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,89.4,A,modernizacja_or_new,not_priced_as_integration,0,0.0,502800.0,531950.0,52.6532628,19.0414039,0,0.0
11138,wysokie ryzyko,1078.6331683880294,1077.063494902262,69.0,0464011,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,88.87,A,new_siren_likely,new_large_siren,40000,37.08,503550.0,534750.0,52.6784378,19.0525244,40000,37.08
22632,wysokie ryzyko,78.4562980242739,156.7192583434069,3.0,0219011,DOLNOŚLĄSKIE,świdnicki,Świdnica,88.2,A,modernizacja_or_new,not_priced_as_integration,0,0.0,325100.0,332950.0,50.8369996,16.5152576,0,0.0
20554,wysokie ryzyko,446.7577720096155,423.46327301361185,44.0,0220042,DOLNOŚLĄSKIE,trzebnicki,Wisznia Mała,88.03,A,new_siren_likely,new_large_siren,40000,89.53,361900.0,370700.0,51.1863255,17.0233095,40000,89.53
24355,wysokie ryzyko,506.4005287734363,508.7024148888712,34.0,1609112,OPOLSKIE,opolski,Tarnów Opolski,87.8,A,new_siren_likely,new_large_siren,40000,78.99,427400.0,299450.0,50.5575911,17.9747616,40000,78.99
23445,wysokie ryzyko,329.995314879163,329.99531487916295,33.0,1601033,OPOLSKIE,brzeski,Grodków,87.79,A,new_siren_likely,new_large_siren,40000,121.21,391600.0,317250.0,50.7121117,17.4641559,40000,121.21
13813,wysokie ryzyko,641.4971809764887,619.8590691586537,70.0,3021021,WIELKOPOLSKIE,poznański,Puszczykowo,87.75,A,new_siren_likely,new_large_siren,40000,62.35,354800.0,494350.0,52.2959299,16.8701098,40000,62.35
27892,wysokie ryzyko,173.22220649065017,173.22220649065017,4.0,1219053,MAŁOPOLSKIE,wielicki,Wieliczka,87.6,A,new_siren_likely,new_large_siren,40000,230.92,578800.0,240250.0,50.0243059,20.1004253,40000,230.92
9175,wysokie ryzyko,891.4156681463322,889.8717113203011,107.0,0415072,KUJAWSKO-POMORSKIE,toruński,Obrowo,87.5,A,new_siren_likely,new_large_siren,40000,44.87,482500.0,564350.0,52.9443394,18.7394919,40000,44.87
17921,wysokie ryzyko,264.05897336447237,264.0589733644724,8.0,0204022,DOLNOŚLĄSKIE,górowski,Jemielno,87.4,A,new_siren_likely,new_large_siren,40000,151.48,322650.0,420700.0,51.6247741,16.437027,40000,151.48
341,wysokie ryzyko,314.04483312231844,330.23736506879914,21.0,2211052,POMORSKIE,pucki,Kosakowo,87.32,A,new_siren_likely,new_large_siren,40000,127.37,468250.0,752150.0,54.6321233,18.5080024,40000,127.37
28580,wysokie ryzyko,466.5683226351207,328.74649456884066,10.0,2402043,ŚLĄSKIE,bielski,Czechowice-Dziedzice,87.25,A,new_siren_likely,new_large_siren,40000,85.73,501000.0,229250.0,49.9305578,19.0139375,40000,85.73
15134,wysokie ryzyko,342.793012820927,342.2560927258148,1.0,1417021,MAZOWIECKIE,otwocki,Otwock,87.18,A,new_siren_likely,new_large_siren,40000,116.69,653850.0,472350.0,52.0958735,21.2466761,40000,116.69
21660,wysokie ryzyko,68.99602708202691,68.5242160586656,3.0,0223092,DOLNOŚLĄSKIE,wrocławski,Żórawina,87.1,A,modernizacja_or_new,not_priced_as_integration,0,0.0,359350.0,351900.0,51.0167007,16.9941637,0,0.0
15312,wysokie ryzyko,172.81122668638224,170.5616334784653,6.0,1417043,MAZOWIECKIE,otwocki,Karczew,87.0,A,new_siren_likely,new_large_siren,40000,231.47,653100.0,471050.0,52.084399,21.2351487,40000,231.47
27845,wysokie ryzyko,503.2486468326418,503.2486468326418,62.0,1203013,MAŁOPOLSKIE,chrzanowski,Alwernia,86.93,A,new_siren_likely,new_large_siren,40000,79.48,537700.0,240250.0,50.0283289,19.5265122,40000,79.48
22539,wysokie ryzyko,105.7971171537422,105.3044790974201,4.0,0219072,DOLNOŚLĄSKIE,świdnicki,Świdnica,86.73,A,new_siren_likely,new_large_siren,40000,378.08,326800.0,334750.0,50.8536879,16.5385334,40000,378.08
23937,wysokie ryzyko,384.90896698206234,384.9089669820623,60.0,1601033,OPOLSKIE,brzeski,Grodków,86.72,A,new_siren_likely,new_large_siren,40000,103.92,390700.0,307450.0,50.6238173,17.4543063,40000,103.92
17135,wysokie ryzyko,48.1089877914945,45.25482267574493,1.0,3004073,WIELKOPOLSKIE,gostyński,Poniec,86.69,A,modernizacja_or_new,not_priced_as_integration,0,0.0,349450.0,435050.0,51.7615596,16.8178023,0,0.0
7003,wysokie ryzyko,622.4453459314583,449.3584740060906,35.0,0404011,KUJAWSKO-POMORSKIE,chełmiński,Chełmno,86.55,A,new_siren_likely,new_large_siren,40000,64.26,460200.0,609250.0,53.3468632,18.4019621,40000,64.26
20578,wysokie ryzyko,156.7595019120563,155.91479699742658,30.0,0210042,DOLNOŚLĄSKIE,lubański,Lubań,86.55,A,new_siren_likely,new_large_siren,40000,255.17,242250.0,370150.0,51.1399708,15.3140146,40000,255.17
19748,wysokie ryzyko,268.09014833344986,228.11432245605755,4.0,0209011,DOLNOŚLĄSKIE,legnicki,Chojnów,86.45,A,new_siren_likely,new_large_siren,40000,149.2,286550.0,382850.0,51.272284,15.9389064,40000,149.2
19731,wysokie ryzyko,204.0271932266384,204.0271932266384,45.0,1436032,MAZOWIECKIE,zwoleński,Przyłęk,86.36,A,modernizacja_or_new,not_priced_as_integration,0,0.0,696750.0,382750.0,51.2773994,21.8218682,0,0.0
11543,wysokie ryzyko,353.4702717837805,353.4702717837805,69.0,0418132,KUJAWSKO-POMORSKIE,włocławski,Włocławek,86.35,A,new_siren_likely,new_large_siren,40000,113.16,512750.0,531050.0,52.6450267,19.1885003,40000,113.16
26857,wysokie ryzyko,225.13033395934147,232.0645669487177,32.0,1814082,PODKARPACKIE,przeworski,Tryńcza,86.05,A,new_siren_likely,new_large_siren,40000,177.67,749800.0,254550.0,50.1055621,22.4946479,40000,177.67
8393,niskie ryzyko,102.39978770129478,65.64418908180069,2.0,0405011,KUJAWSKO-POMORSKIE,golubsko-dobrzyński,Golub-Dobrzyń,86.0,A,new_siren_likely,new_large_siren,40000,390.63,503750.0,583300.0,53.1150117,19.0560439,40000,390.63
8374,wysokie ryzyko,83.16991431239529,84.26925720684143,6.0,0405011,KUJAWSKO-POMORSKIE,golubsko-dobrzyński,Golub-Dobrzyń,85.96,A,modernizacja_or_new,not_priced_as_integration,0,0.0,504100.0,583550.0,53.1172571,19.0612779,0,0.0
2198,wysokie ryzyko,166.16449778603433,175.1828519944424,14.0,2804012,WARMIŃSKO-MAZURSKIE,elbląski,Elbląg,85.91,A,new_siren_likely,new_large_siren,40000,240.73,523900.0,702650.0,54.1875606,19.3663688,40000,240.73
23563,wysokie ryzyko,223.52504161865775,223.5836454567169,62.0,1601033,OPOLSKIE,brzeski,Grodków,85.88,A,modernizacja_or_new,not_priced_as_integration,0,0.0,391000.0,314050.0,50.6832238,17.4566031,0,0.0
16714,wysokie ryzyko,363.24267439107234,318.45419968587754,23.0,0809053,LUBUSKIE,zielonogórski,Nowogród Bobrzański,85.86,A,new_siren_likely,new_large_siren,40000,110.12,240200.0,444150.0,51.8032143,15.2303453,40000,110.12
20602,wysokie ryzyko,413.588639764141,413.7262478184832,52.0,0209052,DOLNOŚLĄSKIE,legnicki,Legnickie Pole,85.85,A,new_siren_likely,new_large_siren,40000,96.71,305500.0,369550.0,51.1595806,16.2175248,40000,96.71
10291,wysokie ryzyko,178.7559080635698,178.7559080635698,56.0,1416043,MAZOWIECKIE,ostrowski,Brok,85.68,A,modernizacja_or_new,not_priced_as_integration,0,0.0,697900.0,544350.0,52.7285323,21.931746,0,0.0
14302,wysokie ryzyko,144.01432315683374,144.0143231568337,32.0,0805013,LUBUSKIE,słubicki,Cybinka,85.67,A,modernizacja_or_new,not_priced_as_integration,0,0.0,206050.0,482650.0,52.1315996,14.7032841,0,0.0
6966,wysokie ryzyko,340.5432281030033,251.47979179372595,23.0,0404011,KUJAWSKO-POMORSKIE,chełmiński,Chełmno,85.66,A,new_siren_likely,new_large_siren,40000,117.46,462350.0,610350.0,53.3569109,18.4341354,40000,117.46
11509,wysokie ryzyko,399.1846488481947,394.9371344396983,86.0,0464011,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,85.58,A,modernizacja_or_new,not_priced_as_integration,0,0.0,510600.0,531550.0,52.6495693,19.1567302,0,0.0
13931,wysokie ryzyko,124.28998010825286,111.7561218524149,70.0,3021021,WIELKOPOLSKIE,poznański,Puszczykowo,85.53,A,modernizacja_or_new,not_priced_as_integration,0,0.0,355850.0,490050.0,52.257562,16.8873396,0,0.0
13743,niskie ryzyko,149.0500133360855,149.0500133360855,2.0,3021103,WIELKOPOLSKIE,poznański,Mosina,85.51,A,new_siren_likely,new_large_siren,40000,268.37,358350.0,497100.0,52.3215722,16.920988,40000,268.37
8398,wysokie ryzyko,685.4420923917501,632.0465501866025,75.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,85.48,A,new_siren_likely,new_large_siren,40000,58.36,450050.0,582050.0,53.1014457,18.253724,40000,58.36
20980,wysokie ryzyko,177.20258163460414,181.82136911140128,40.0,0205032,DOLNOŚLĄSKIE,jaworski,Męcinka,85.48,A,modernizacja_or_new,not_priced_as_integration,0,0.0,296950.0,363150.0,51.0991149,16.0989823,0,0.0
21676,wysokie ryzyko,379.37028888419974,366.1336470371501,67.0,0215033,DOLNOŚLĄSKIE,oławski,Jelcz-Laskowice,85.47,A,new_siren_likely,new_large_siren,40000,105.44,381650.0,351250.0,51.0158819,17.3122389,40000,105.44
26588,wysokie ryzyko,211.3462237894849,211.3462237894849,49.0,1814082,PODKARPACKIE,przeworski,Tryńcza,85.24,A,modernizacja_or_new,not_priced_as_integration,0,0.0,752950.0,261750.0,50.1688798,22.543405,0,0.0
20946,wysokie ryzyko,113.63983160047177,115.7991085152631,39.0,0210042,DOLNOŚLĄSKIE,lubański,Lubań,85.21,A,modernizacja_or_new,not_priced_as_integration,0,0.0,240800.0,363750.0,51.0818683,15.297924,0,0.0
20430,wysokie ryzyko,182.13428687475604,179.93442195830866,32.0,0209052,DOLNOŚLĄSKIE,legnicki,Legnickie Pole,85.17,A,new_siren_likely,new_large_siren,40000,219.62,305550.0,372550.0,51.1865505,16.2166157,40000,219.62
9642,wysokie ryzyko,638.41655272972,635.536163018113,1176.0,1435022,MAZOWIECKIE,wyszkowski,Długosiodło,85.16,A,modernizacja_or_new,not_priced_as_integration,0,0.0,667400.0,550850.0,52.7972338,21.4837365,0,0.0
29239,wysokie ryzyko,518.7279064319739,586.4912191073058,85.0,1813082,PODKARPACKIE,przemyski,Przemyśl,85.13,A,new_siren_likely,new_large_siren,40000,77.11,766950.0,219550.0,49.7838753,22.7098081,40000,77.11
20628,wysokie ryzyko,142.42301235031402,150.36711399895307,26.0,0209052,DOLNOŚLĄSKIE,legnicki,Legnickie Pole,85.1,A,new_siren_likely,new_large_siren,40000,280.85,302700.0,369300.0,51.1563754,16.1776575,40000,280.85
26585,wysokie ryzyko,1311.2586609777777,1381.099368292598,346.0,1814082,PODKARPACKIE,przeworski,Tryńcza,85.08,A,modernizacja_or_new,not_priced_as_integration,0,0.0,753800.0,260950.0,50.1613329,22.5547543,0,0.0
11599,wysokie ryzyko,104.49084943200468,104.49084943200464,20.0,0418132,KUJAWSKO-POMORSKIE,włocławski,Włocławek,85.05,A,new_siren_likely,new_large_siren,40000,382.81,514950.0,530250.0,52.6377764,19.2209894,40000,382.81
16675,wysokie ryzyko,147.02517399037532,148.46058682614097,1676.0,0811033,LUBUSKIE,żarski,Brody,85.03,A,modernizacja_or_new,not_priced_as_integration,0,0.0,202900.0,441950.0,51.7649133,14.6925587,0,0.0
23395,wysokie ryzyko,1012.456302560216,1012.4563025602158,1924.0,1601033,OPOLSKIE,brzeski,Grodków,84.95,A,modernizacja_or_new,not_priced_as_integration,0,0.0,388800.0,313450.0,50.6774119,17.425645,0,0.0
26492,wysokie ryzyko,311.36839992083674,304.2137883427815,96.0,1814082,PODKARPACKIE,przeworski,Tryńcza,84.92,A,modernizacja_or_new,not_priced_as_integration,0,0.0,753850.0,263950.0,50.1882489,22.5574553,0,0.0
20483,wysokie ryzyko,106.25586947460536,106.25586947460536,29.0,0210042,DOLNOŚLĄSKIE,lubański,Lubań,84.89,A,modernizacja_or_new,not_priced_as_integration,0,0.0,242300.0,371900.0,51.155702,15.3134751,0,0.0
2694,wysokie ryzyko,324.8122512925861,326.2144921104042,34.0,2214062,POMORSKIE,tczewski,Tczew,84.83,A,new_siren_likely,new_large_siren,40000,123.15,485800.0,695450.0,54.1231908,18.7826626,40000,123.15
8446,wysokie ryzyko,107.17154030955396,64.73112304247509,10.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,84.83,A,new_siren_likely,new_large_siren,40000,373.23,455250.0,581650.0,53.0983109,18.3314641,40000,373.23
29208,wysokie ryzyko,1191.0858701801171,1201.7733269248492,240.0,1813082,PODKARPACKIE,przemyski,Przemyśl,84.79,A,modernizacja_or_new,not_priced_as_integration,0,0.0,774800.0,217350.0,49.760585,22.8170939,0,0.0
6153,wysokie ryzyko,278.01131511718063,277.17686186396907,16749.0,2008072,PODLASKIE,moniecki,Trzcianne,84.71,A,modernizacja_or_new,not_priced_as_integration,0,0.0,735750.0,612950.0,53.3290548,22.5415499,0,0.0
20455,wysokie ryzyko,135.73124308507937,134.30767668395663,33.0,0209052,DOLNOŚLĄSKIE,legnicki,Legnickie Pole,84.69,A,modernizacja_or_new,not_priced_as_integration,0,0.0,307450.0,372450.0,51.1862956,16.2438323,0,0.0
22491,wysokie ryzyko,237.5396436915829,236.9439843217465,16.0,0219072,DOLNOŚLĄSKIE,świdnicki,Świdnica,84.48,A,new_siren_likely,new_large_siren,40000,168.39,326900.0,335300.0,50.8586608,16.539693,40000,168.39
2389,wysokie ryzyko,170.16305110015128,170.1630511001513,24.0,2804012,WARMIŃSKO-MAZURSKIE,elbląski,Elbląg,84.47,A,new_siren_likely,new_large_siren,40000,235.07,521650.0,699750.0,54.161589,19.3316701,40000,235.07
9575,wysokie ryzyko,90.40005202108982,60.951007222726744,3.0,0419013,KUJAWSKO-POMORSKIE,żniński,Barcin,84.46,A,modernizacja_or_new,not_priced_as_integration,0,0.0,429050.0,555750.0,52.8626121,17.9457962,0,0.0
12861,niskie ryzyko,104.828382640908,96.58503474881417,2.0,0805053,LUBUSKIE,słubicki,Słubice,84.45,A,new_siren_likely,new_large_siren,40000,381.58,197450.0,507900.0,52.3533591,14.5553709,40000,381.58
8380,wysokie ryzyko,293.142232748259,290.69328496465494,52.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,84.43,A,new_siren_likely,new_large_siren,40000,136.45,448700.0,583050.0,53.1103087,18.2333965,40000,136.45
11588,wysokie ryzyko,48.31230059309525,48.31230059309526,2.0,0418132,KUJAWSKO-POMORSKIE,włocławski,Włocławek,84.42,A,modernizacja_or_new,not_priced_as_integration,0,0.0,512500.0,530650.0,52.6414355,19.1847891,0,0.0
2182,wysokie ryzyko,99.93285296606216,99.93285296606216,8.0,2804012,WARMIŃSKO-MAZURSKIE,elbląski,Elbląg,84.4,A,modernizacja_or_new,not_priced_as_integration,0,0.0,521550.0,702850.0,54.1894628,19.3303601,0,0.0
20329,wysokie ryzyko,599.5795987964938,587.7656366547122,42.0,0209042,DOLNOŚLĄSKIE,legnicki,Kunice,84.36,A,new_siren_likely,new_large_siren,40000,66.71,312150.0,374150.0,51.2031348,16.310138,40000,66.71
22724,wysokie ryzyko,375.24722871528263,375.24722871528263,26.0,0219072,DOLNOŚLĄSKIE,świdnicki,Świdnica,84.36,A,new_siren_likely,new_large_siren,40000,106.6,322100.0,330150.0,50.8109219,16.4740405,40000,106.6
12633,wysokie ryzyko,169.70298432692832,158.3468652545912,46.0,0805053,LUBUSKIE,słubicki,Słubice,84.36,A,modernizacja_or_new,not_priced_as_integration,0,0.0,199100.0,510050.0,52.3735447,14.5776036,0,0.0
25641,wysokie ryzyko,80.001456238032,80.001456238032,8.0,1212042,MAŁOPOLSKIE,olkuski,Klucze,84.35,A,modernizacja_or_new,not_priced_as_integration,0,0.0,542400.0,277150.0,50.3599638,19.596268,0,0.0
12795,wysokie ryzyko,702.7372519676014,550.3796507360265,5.0,1414011,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,84.31,A,new_siren_likely,new_large_siren,40000,56.92,617400.0,508750.0,52.4320204,20.7273677,40000,56.92
10760,wysokie ryzyko,144.36141554015452,232.77577701150847,439.0,0464011,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,84.28,A,modernizacja_or_new,not_priced_as_integration,0,0.0,500200.0,536850.0,52.6973339,19.0029604,0,0.0
31082,wysokie ryzyko,238.8677527342194,217.71703388686217,10.0,1211023,MAŁOPOLSKIE,nowotarski,Szczawnica,84.26,A,new_siren_likely,new_large_siren,40000,167.46,606000.0,174050.0,49.4246661,20.4621556,40000,167.46
10,wysokie ryzyko,128.33308698502077,128.28286559510977,105.0,2211062,POMORSKIE,pucki,Krokowa,84.13,A,modernizacja_or_new,not_priced_as_integration,0,0.0,446700.0,774050.0,54.8271565,18.1700817,0,0.0
617,wysokie ryzyko,142.01204881660118,142.17861954221203,50.0,2802022,WARMIŃSKO-MAZURSKIE,braniewski,Braniewo,84.11,A,modernizacja_or_new,not_priced_as_integration,0,0.0,549700.0,729850.0,54.4302191,19.7663637,0,0.0
7,wysokie ryzyko,225.6754130546776,225.767379586606,226.0,2211062,POMORSKIE,pucki,Krokowa,84.06,A,modernizacja_or_new,not_priced_as_integration,0,0.0,441100.0,773950.0,54.8256304,18.082918,0,0.0
28042,wysokie ryzyko,317.48042676156314,317.4804267615632,6.0,2410032,ŚLĄSKIE,pszczyński,Miedźna,84.05,A,new_siren_likely,new_large_siren,40000,125.99,507250.0,238250.0,50.0114856,19.1012167,40000,125.99
11231,wysokie ryzyko,229.44235807860255,231.6849875516661,210.0,0807012,LUBUSKIE,sulęciński,Krzeszyce,83.93,A,modernizacja_or_new,not_priced_as_integration,0,0.0,225850.0,533750.0,52.6001893,14.9501313,0,0.0
19384,wysokie ryzyko,171.09286057388306,171.58686701568325,483.0,0201022,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,83.91,A,modernizacja_or_new,not_priced_as_integration,0,0.0,261000.0,389150.0,51.3187046,15.5689406,0,0.0
21020,wysokie ryzyko,168.14061184966644,162.10295805777827,23.0,0223022,DOLNOŚLĄSKIE,wrocławski,Długołęka,83.89,A,new_siren_likely,new_large_siren,40000,237.9,372000.0,362650.0,51.1163056,17.1706579,40000,237.9
12576,wysokie ryzyko,716.0248509198918,677.3368541854131,60.0,1408032,MAZOWIECKIE,legionowski,Nieporęt,83.8,A,new_siren_likely,new_large_siren,40000,55.86,636600.0,511550.0,52.4527228,21.0108376,40000,55.86
615,wysokie ryzyko,417.6027235346264,424.75432832897104,294.0,3213032,ZACHODNIOPOMORSKIE,sławieński,Darłowo,83.76,A,modernizacja_or_new,not_priced_as_integration,0,0.0,327100.0,728250.0,54.3888825,16.3363152,0,0.0
22645,wysokie ryzyko,83.91144647325793,80.70031614012066,9.0,0219011,DOLNOŚLĄSKIE,świdnicki,Świdnica,83.71,A,modernizacja_or_new,not_priced_as_integration,0,0.0,324250.0,332650.0,50.8340458,16.5033381,0,0.0
1759,wysokie ryzyko,244.1517885319578,245.5319630519028,54.0,2804012,WARMIŃSKO-MAZURSKIE,elbląski,Elbląg,83.7,A,modernizacja_or_new,not_priced_as_integration,0,0.0,522750.0,708550.0,54.2406547,19.3491877,0,0.0
17562,wysokie ryzyko,267.1267996670184,262.1177852522644,112.0,0203011,DOLNOŚLĄSKIE,głogowski,Głogów,83.64,A,modernizacja_or_new,not_priced_as_integration,0,0.0,299450.0,426250.0,51.6668358,16.0990052,0,0.0
30844,wysokie ryzyko,144.03739939013488,134.72073500641662,6.0,1211102,MAŁOPOLSKIE,nowotarski,Ochotnica Dolna,83.55,A,new_siren_likely,new_large_siren,40000,277.71,601050.0,183750.0,49.5127598,20.3963757,40000,277.71
8716,wysokie ryzyko,126.4588942589331,122.66700130598466,48.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,83.53,A,modernizacja_or_new,not_priced_as_integration,0,0.0,465000.0,574650.0,53.0360982,18.4778769,0,0.0
3363,wysokie ryzyko,125.66273499572404,125.66273499572408,35.0,2209011,POMORSKIE,malborski,Malbork,83.48,A,modernizacja_or_new,not_priced_as_integration,0,0.0,500600.0,686850.0,54.0460684,19.0091663,0,0.0
21618,wysokie ryzyko,105.20400790131738,89.13634763494444,33.0,0215033,DOLNOŚLĄSKIE,oławski,Jelcz-Laskowice,83.45,A,modernizacja_or_new,not_priced_as_integration,0,0.0,380850.0,352350.0,51.0256069,17.300474,0,0.0
8476,wysokie ryzyko,206.47637838042527,238.35328489711472,96.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,83.38,A,modernizacja_or_new,not_priced_as_integration,0,0.0,454600.0,580750.0,53.0901637,18.3218815,0,0.0
8529,wysokie ryzyko,128.00000000000003,127.38786187652602,62.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,83.36,A,modernizacja_or_new,not_priced_as_integration,0,0.0,457100.0,579250.0,53.0768834,18.3594204,0,0.0
12082,wysokie ryzyko,329.7328841582671,329.7328841582671,3069.0,0805053,LUBUSKIE,słubicki,Słubice,83.29,A,modernizacja_or_new,not_priced_as_integration,0,0.0,199500.0,514350.0,52.4123194,14.5796057,0,0.0
17722,wysokie ryzyko,79.21217965303664,77.13497773504248,6.0,0203011,DOLNOŚLĄSKIE,głogowski,Głogów,83.28,A,modernizacja_or_new,not_priced_as_integration,0,0.0,302350.0,424050.0,51.6481012,16.1421419,0,0.0
28985,wysokie ryzyko,324.49065579269046,447.8594281138482,3.0,1218093,MAŁOPOLSKIE,wadowicki,Wadowice,83.25,A,new_siren_likely,new_large_siren,40000,123.27,536100.0,223450.0,49.8772873,19.5025923,40000,123.27
20133,wysokie ryzyko,323.50795733649187,323.5079573364919,53.0,0218033,DOLNOŚLĄSKIE,średzki,Miękinia,83.25,A,new_siren_likely,new_large_siren,40000,123.64,347700.0,376950.0,51.2388937,16.8175534,40000,123.64
22360,wysokie ryzyko,223.66972542325303,208.4612761072241,24.0,0219021,DOLNOŚLĄSKIE,świdnicki,Świebodzice,83.22,A,new_siren_likely,new_large_siren,40000,178.84,315450.0,338250.0,50.8816271,16.3756392,40000,178.84
15199,wysokie ryzyko,149.52472077729777,149.52472077729777,13.0,1421052,MAZOWIECKIE,pruszkowski,Nadarzyn,83.22,A,new_siren_likely,new_large_siren,40000,267.51,626050.0,471550.0,52.0957184,20.8406675,40000,267.51
8647,wysokie ryzyko,832.2931264117022,829.8105212210221,539.0,0415092,KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,83.2,A,modernizacja_or_new,not_priced_as_integration,0,0.0,461850.0,574950.0,53.0385802,18.4308528,0,0.0
2490,wysokie ryzyko,355.08188928584246,353.98809696591513,86.0,2214062,POMORSKIE,tczewski,Tczew,83.2,A,modernizacja_or_new,not_priced_as_integration,0,0.0,487900.0,696350.0,54.1313358,18.8147677,0,0.0
20260,wysokie ryzyko,93.0165789276766,93.0165789276766,61.0,0210042,DOLNOŚLĄSKIE,lubański,Lubań,83.15,A,modernizacja_or_new,not_priced_as_integration,0,0.0,245300.0,375150.0,51.1862198,15.353995,0,0.0
20088,wysokie ryzyko,324.8638311624747,324.9328718393063,57.0,0218033,DOLNOŚLĄSKIE,średzki,Miękinia,83.12,A,new_siren_likely,new_large_siren,40000,123.13,343800.0,377350.0,51.2414339,16.7615373,40000,123.13
20080,wysokie ryzyko,220.00000000000009,220.0,41.0,0218033,DOLNOŚLĄSKIE,średzki,Miękinia,83.02,A,new_siren_likely,new_large_siren,40000,181.82,346400.0,377550.0,51.2439379,16.7986817,40000,181.82
6776,wysokie ryzyko,1006.7779844762608,1010.134676694554,299.0,0404022,KUJAWSKO-POMORSKIE,chełmiński,Chełmno,82.98,A,modernizacja_or_new,not_priced_as_integration,0,0.0,466950.0,613450.0,53.3850915,18.5029442,0,0.0
22728,niskie ryzyko,131.25035230643013,126.41727250699984,2.0,2604172,ŚWIĘTOKRZYSKIE,kielecki,Nowiny,82.98,A,new_siren_likely,new_large_siren,40000,304.76,608450.0,330400.0,50.8303513,20.5404319,40000,304.76
6610,wysokie ryzyko,260.57942501672284,260.57942501672284,78.0,0404022,KUJAWSKO-POMORSKIE,chełmiński,Chełmno,82.97,A,modernizacja_or_new,not_priced_as_integration,0,0.0,469450.0,616150.0,53.4095184,18.54028,0,0.0
