teryt_woj,wojewodztwo,teryt_pow,powiat,teryt_gmi,gmina,risk_class,pop_night_total,pop_day_total,pop_night_ge65,pop_day_ge65,pop_night_outside,pop_day_outside,pct_ge65_of_total,pct_outside_ge65_of_total
02,DOLNOŚLĄSKIE,0207,kamiennogórski,0207042,Marciszów,wysokie ryzyko,516.5569466447613,512.7618467284275,328.1791485045119,330.21074466367884,188.3777981402494,182.5511020647486,63.53,36.47
02,DOLNOŚLĄSKIE,0206,karkonoski,0206052,Janowice Wielkie,niskie ryzyko,250.27490128993537,247.9584296292064,109.50664925878849,109.12444967094056,140.7682520311469,138.8339799582658,43.75,56.25
02,DOLNOŚLĄSKIE,0206,karkonoski,0206052,Janowice Wielkie,wysokie ryzyko,156.8508739428382,273.90779452626106,85.18359657071188,203.1074674333357,71.66727737212634,70.80032709292537,54.31,45.69
02,DOLNOŚLĄSKIE,0206,karkonoski,0206062,Jeżów Sudecki,niskie ryzyko,54.86334465076658,73.70693189175013,27.551703473101195,56.18913422221912,27.311641177665383,17.51779766953101,50.22,49.78
02,DOLNOŚLĄSKIE,0206,karkonoski,0206062,Jeżów Sudecki,wysokie ryzyko,28.640920323655315,26.902988700568937,28.640920323655315,26.902988700568937,0.0,0.0,100.0,0.0
02,DOLNOŚLĄSKIE,0206,karkonoski,0206011,Karpacz,niskie ryzyko,1.708859250625803,1.708859250625803,0.0,0.0,1.708859250625803,1.708859250625803,0.0,100.0
02,DOLNOŚLĄSKIE,0206,karkonoski,0206021,Kowary,niskie ryzyko,32.48614028118327,26.191973491616125,0.0,0.0,32.48614028118327,26.191973491616125,0.0,100.0
02,DOLNOŚLĄSKIE,0206,karkonoski,0206021,Kowary,wysokie ryzyko,35.29239384003956,80.59673957696621,29.675155696039937,29.32414215039697,5.61723814399962,51.27259742656925,84.08,15.92
02,DOLNOŚLĄSKIE,0206,karkonoski,0206072,Mysłakowice,niskie ryzyko,658.4157826523223,731.2607305429017,354.8142206388103,409.4625658719211,303.601562013512,321.79816467098067,53.89,46.11
02,DOLNOŚLĄSKIE,0206,karkonoski,0206072,Mysłakowice,wysokie ryzyko,852.8398000594576,905.796355597596,496.2811037315649,508.99075347918426,356.5586963278927,396.80560211841174,58.19,41.81
02,DOLNOŚLĄSKIE,0206,karkonoski,0206031,Piechowice,niskie ryzyko,42.66035242820467,41.97539562665793,42.66035242820467,41.97539562665793,0.0,0.0,100.0,0.0
02,DOLNOŚLĄSKIE,0206,karkonoski,0206031,Piechowice,wysokie ryzyko,53.54557247365648,52.87321695557262,53.54557247365648,52.87321695557262,0.0,0.0,100.0,0.0
02,DOLNOŚLĄSKIE,0206,karkonoski,0206082,Podgórzyn,niskie ryzyko,4.8139583974781965,4.260967742568684,0.0,0.0,4.8139583974781965,4.260967742568684,0.0,100.0
02,DOLNOŚLĄSKIE,0206,karkonoski,0206082,Podgórzyn,wysokie ryzyko,42.96834350237954,53.82928362036179,42.96834350237954,53.82928362036179,0.0,0.0,100.0,0.0
02,DOLNOŚLĄSKIE,0206,karkonoski,0206092,Stara Kamienica,niskie ryzyko,29.032862433665443,28.53067562357531,5.686408995752243,5.492446495277226,23.3464534379132,23.038229128298084,19.59,80.41
02,DOLNOŚLĄSKIE,0206,karkonoski,0206092,Stara Kamienica,wysokie ryzyko,4.589448081388527,1.9483205886143031,0.0,0.0,4.589448081388527,1.9483205886143031,0.0,100.0
02,DOLNOŚLĄSKIE,0208,kłodzki,0208063,Bystrzyca Kłodzka,niskie ryzyko,743.8412557626607,701.9887452144876,393.9712210450747,384.1166993367122,349.87003471758607,317.8720458777754,52.96,47.04
02,DOLNOŚLĄSKIE,0208,kłodzki,0208063,Bystrzyca Kłodzka,wysokie ryzyko,652.1512245229508,580.3305243832381,422.15698425913655,362.5455356624721,229.9942402638142,217.784988720766,64.73,35.27
02,DOLNOŚLĄSKIE,0208,kłodzki,0208011,Duszniki-Zdrój,niskie ryzyko,142.8672540192808,1177.9569967989453,141.13257335219285,1176.2256483933395,1.734680667087949,1.7313484056056037,98.79,1.21
02,DOLNOŚLĄSKIE,0208,kłodzki,0208011,Duszniki-Zdrój,wysokie ryzyko,282.3357300096054,539.0115939286841,281.54638105623536,507.9164951874512,0.7893489533700517,31.095098741232817,99.72,0.28
02,DOLNOŚLĄSKIE,0208,kłodzki,0208031,Kudowa-Zdrój,niskie ryzyko,437.7254484606385,407.0899804239683,422.8059622871018,394.29370694121394,14.919486173536733,12.796273482754383,96.59,3.41
02,DOLNOŚLĄSKIE,0208,kłodzki,0208031,Kudowa-Zdrój,wysokie ryzyko,574.1655250973004,462.1455321780766,415.9379145175035,331.9899759947477,158.22761057979687,130.15555618332894,72.44,27.56
02,DOLNOŚLĄSKIE,0208,kłodzki,0208021,Kłodzko,niskie ryzyko,436.41224684769145,415.2401339933458,345.3535291141873,334.0217290021112,91.05871773350412,81.2184049912346,79.13,20.87
02,DOLNOŚLĄSKIE,0208,kłodzki,0208072,Kłodzko,niskie ryzyko,1417.600767806733,1400.7102380986926,772.8254967238852,733.3742041886023,644.7752710828478,667.3360339100902,54.52,45.48
02,DOLNOŚLĄSKIE,0208,kłodzki,0208021,Kłodzko,wysokie ryzyko,2471.496048306589,2662.412471578203,2411.0601462782374,2602.0781169854113,60.43590202835129,60.33435459279168,97.55,2.45
02,DOLNOŚLĄSKIE,0208,kłodzki,0208072,Kłodzko,wysokie ryzyko,2731.7009896196464,2740.7511259250996,2045.5276411781535,2077.7556252275604,686.1733484414925,662.9955006975391,74.88,25.12
02,DOLNOŚLĄSKIE,0208,kłodzki,0208092,Lewin Kłodzki,niskie ryzyko,49.23892341437997,65.14847135535815,0.5677597055881567,0.5677597055881567,48.67116370879181,64.58071164977,1.15,98.85
02,DOLNOŚLĄSKIE,0208,kłodzki,0208092,Lewin Kłodzki,wysokie ryzyko,103.31573906695655,93.01753508638214,18.248435174702628,15.45123461882832,85.06730389225392,77.56630046755382,17.66,82.34
02,DOLNOŚLĄSKIE,0208,kłodzki,0208083,Lądek-Zdrój,niskie ryzyko,672.6405262001862,680.6194499214885,495.8648128696564,487.8421866940456,176.77571333052975,192.7772632274429,73.72,26.28
02,DOLNOŚLĄSKIE,0208,kłodzki,0208083,Lądek-Zdrój,wysokie ryzyko,840.2322795489154,856.3598664868848,709.6770809660986,731.5555686214183,130.55519858281676,124.8042978654666,84.46,15.54
02,DOLNOŚLĄSKIE,0208,kłodzki,0208103,Międzylesie,niskie ryzyko,373.5582924780159,341.28295656335035,284.4284151135653,258.9531026896824,89.1298773644506,82.32985387366794,76.14,23.86
02,DOLNOŚLĄSKIE,0208,kłodzki,0208103,Międzylesie,wysokie ryzyko,168.7237800034186,164.36727388301546,136.34474486458703,134.68045093493183,32.37903513883156,29.686822948083645,80.81,19.19
02,DOLNOŚLĄSKIE,0208,kłodzki,0208041,Nowa Ruda,niskie ryzyko,134.63399052270734,123.1816307860992,125.27781544451544,113.82545570790728,9.35617507819192,9.35617507819192,93.05,6.95
02,DOLNOŚLĄSKIE,0208,kłodzki,0208112,Nowa Ruda,niskie ryzyko,115.23555179682668,113.35952035488098,33.014041760444066,31.1380103184984,82.2215100363826,82.22151003638258,28.65,71.35
